Paper Title,Total Authors,Female Authors,lead?,Local_Collaboration?,national_collaboration?,International_collaboration?,Study Domain Terms,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing,Total Authors,Female Authors
Flexible and reversible conversion between extensible records and overloading constraints for ML,1,0,0,1,1,0,Functional Programming; Type Systems; Records and Overloading; Dictionary Passing; Constraint Resolution,Alvise Spanò,Male,Ca’ Foscari University of Venice,Italy,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,3,1,0,0,0,1,Introductory Programming; Automated Feedback Systems; Control Flow Graph Alignment; Data-Driven Learning Support; Program Repair Algorithms,Md Towhidul Absar Chowdhury,Male,Rochester Institute of Technology,USA,0,1,0,0,1,1,0,0,1,0,0,1,1,0,3,1
,,,,,,,,Maheen Riaz Contractor,Female,Rochester Institute of Technology,USA,0,0,0,0,1,1,0,0,1,0,1,0,1,0,,
,,,,,,,,Carlos R. Rivero,Male,Rochester Institute of Technology,USA,1,0,0,1,0,0,0,0,0,1,1,0,1,1,,
FragQC: An efficient quantum error reduction technique using quantum circuit fragmentation,5,1,0,0,0,1,Quantum Computing; Quantum Circuit Fragmentation; Error Reduction Techniques; Graph Partitioning; Quantum Hardware,Saikat Basu,Male,"A.K.Choudhury School of IT, University of Calcutta, LTIMindtree Ltd., St. Xavier's University",India,1,1,1,0,1,1,0,1,1,0,1,1,1,0,5,1
,,,,,,,,Arnav Das,Male,"A.K.Choudhury School of IT, University of Calcutta, St. Xavier's University",India,0,1,1,0,1,1,0,1,1,0,1,1,0,0,,
,,,,,,,,Amit Saha,Male,"A.K.Choudhury School of IT, University of Calcutta, Institut National de Recherche en Informatique et en Automatique (Inria), École Normale Supérieure (ENS), PSL University","India, France",1,1,1,0,1,1,0,0,1,0,1,1,1,0,,
,,,,,,,,Amlan Chakrabarti,Male,"A.K.Choudhury School of IT, University of Calcutta",India,1,0,1,0,0,0,1,0,0,1,1,0,0,1,,
,,,,,,,,Susmita Sur-Kolay,Female,Indian Statistical Institute,India,1,0,0,0,1,0,1,1,0,1,1,1,0,1,,
GBSR: Graph-based suspiciousness refinement for improving fault localization,6,1,0,0,0,1,Fault Localization; Software Debugging; Graph-based Algorithms; Mutation Analysis; Fault Suspiciousness Ranking,Zheng Li,Male,"College of Information Science and Technology, Beijing University of Chemical Technology",China,0,0,0,1,0,0,0,1,0,1,0,0,0,1,6,1
,,,,,,,,Mingyu Li,Male,"College of Information Science and Technology, Beijing University of Chemical Technology",China,0,1,1,0,0,1,0,0,1,0,0,0,1,0,,
,,,,,,,,Shumei Wu,Female,"College of Information Science and Technology, Beijing University of Chemical Technology",China,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Shunqing Xu,Male,"College of Information Science and Technology, Beijing University of Chemical Technology",China,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,
,,,,,,,,Xiang Chen,Male,"School of Information Science and Technology, Nantong University",China,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Yong Liu,Male,"College of Information Science and Technology, Beijing University of Chemical Technology",China,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,
GDPR compliance via software evolution: Weaving security controls in software design,3,1,0,0,0,1,GDPR Compliance; Software Design; Privacy Controls; Security Controls; Software Evolution,Vanessa Ayala-Rivera,Female,"Technological University Dublin (TU Dublin), National College of Ireland (NCI)",Ireland,1,1,0,0,1,1,0,0,1,0,1,0,1,1,3,1
,,,,,,,,A. Omar Portillo-Dominguez,Male,Technological University Dublin (TU Dublin),Ireland,0,1,1,0,1,1,0,0,1,0,1,1,1,1,,
,,,,,,,,Liliana Pasquale,Female,"University College Dublin (UCD), SFI Research Centre for Software (Lero)",Ireland,1,0,0,1,0,1,1,1,0,1,0,0,1,1,,
Goal-conflict identification based on local search and fast boundary-condition verification based on incremental satisfiability filter,6,0,0,0,0,1,Goal Conflict Analysis; Boundary Conditions; Local Search; Computational Efficiency; Satisfiability Checking,Weilin Luo,Male,Sun Yat-sen University,China,1,0,0,1,0,1,0,0,0,0,0,0,1,1,6,0
,,,,,,,,Polong Chen,Male,Sun Yat-sen University,China,0,1,0,0,1,1,0,0,0,0,0,0,1,1,,
,,,,,,,,Hai Wan,Male,"Sun Yat-sen University, Chinese Academy of Sciences",China,1,0,0,1,0,1,0,0,0,1,0,0,0,0,,
,,,,,,,,Hongzhen Zhong,Male,Sun Yat-sen University,China,0,0,1,0,0,0,1,0,1,0,0,0,1,0,,
,,,,,,,,Shaowei Cai,Male,Chinese Academy of Sciences,China,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,Zhanhao Xiao,Male,Guangdong Polytechnic Normal University,China,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,6,0,0,0,0,1,AI-Generated Code Detection; Software Engineering Education; Plagiarism Detection; AI Code Classification; Quality Assurance in AI-generated Code,Phuong T. Nguyen,Female,Università degli studi dell’Aquila,Italy,1,0,0,0,0,1,0,0,1,0,0,1,1,1,6,0
,,,,,,,,Juri Di Rocco,Male,Università degli studi dell’Aquila,Italy,0,1,0,0,0,0,0,0,0,0,1,1,1,1,,
,,,,,,,,Claudio Di Sipio,Male,Università degli studi dell’Aquila,Italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,,
,,,,,,,,Riccardo Rubei,Male,Università degli studi dell’Aquila,Italy,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Davide Di Ruscio,Male,Università degli studi dell’Aquila,Italy,0,1,0,1,0,0,1,0,0,1,0,0,1,1,,
,,,,,,,,Massimiliano Di Penta,Male,Università degli studi del Sannio,Italy,0,1,0,0,1,1,0,0,0,1,0,0,1,1,,
"GraalSP: Polyglot, efficient, and robust machine learning-based static profiler",4,1,0,0,0,1,Static Profiling; Machine Learning; Compiler Optimization; Polyglot Programming; Program Performance,Milan Čugurović,Male,"Faculty of Mathematics, University of Belgrade, Oracle Labs",Serbia,1,1,1,0,1,1,0,0,1,0,1,1,1,1,4,1
,,,,,,,,Milena Vujošević Janičić,Female,"Faculty of Mathematics, University of Belgrade, Oracle Labs",Serbia,1,0,0,0,1,0,0,0,0,1,1,0,1,1,,
,,,,,,,,Vojin Jovanović,Male,Oracle Labs Zürich,Switzerland,1,0,0,0,1,0,0,0,0,1,1,0,0,1,,
,,,,,,,,Thomas Würthinger,Male,Oracle Labs Zürich,Switzerland,0,0,0,1,1,0,1,1,0,1,0,0,0,1,,
GRACE: Empowering LLM-based software vulnerability detection with graph structure and in-context learning,5,0,0,0,0,1,Software Vulnerability Detection; Large Language Models; Graph Structure; In-Context Learning; Security Tasks,Guilong Lu,Male,"School of Information Science and Technology, Nantong University",China,1,1,0,0,0,1,0,0,1,0,1,0,0,1,5,0
,,,,,,,,Xiaolin Ju,Male,"School of Information Science and Technology, Nantong University",China,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Xiang Chen,Male,"School of Information Science and Technology, Nantong University",China,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Wenlong Pei,Male,"School of Information Science and Technology, Nantong University",China,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,
,,,,,,,,Zhilong Cai,Male,"School of Information Science and Technology, Nantong University",China,1,1,0,0,0,0,0,0,1,0,0,0,0,0,,
Grammar-based test suite construction using coverage-directed algorithms over LR-graphs,2,0,0,0,0,1,Grammar-based Testing; LR-graphs; Test Suite Construction; Coverage-directed Algorithms; Path Mutation,Christoff Rossouw,Male,Stellenbosch University,South Africa,1,0,0,0,1,1,0,0,1,0,1,0,1,1,2,0
,,,,,,,,Bernd Fischer,Male,Stellenbosch University,South Africa,1,0,0,1,1,1,0,0,0,1,0,0,1,1,,
Harmonizing DevOps taxonomies — A grounded theory study,7,1,0,0,0,1,DevOps Adoption; Organizational Structure; Grounded Theory; Team Dynamics; Software Development Practices,Jessica Díaz,Female,"ETSI Sistemas Informáticos, Universidad Politécnica de Madrid",Spain,1,0,0,0,1,1,0,0,0,1,1,1,1,1,7,1
,,,,,,,,Jorge Pérez,Male,"ETSI Sistemas Informáticos, Universidad Politécnica de Madrid",Spain,1,0,1,0,1,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Isaque Alves,Male,"Department of Computer Science, University of São Paulo",Brazil,1,1,0,0,1,1,0,0,0,0,1,1,1,1,,
,,,,,,,,Fabio Kon,Male,"Department of Computer Science, University of São Paulo",Brazil,0,1,1,0,1,0,0,0,0,0,1,1,0,1,,
,,,,,,,,Leonardo Leite,Male,"Department of Computer Science, University of São Paulo",Brazil,0,1,1,0,1,0,0,0,0,0,1,1,0,1,,
,,,,,,,,Paulo Meirelles,Male,"Department of Computer Science, University of São Paulo",Brazil,0,1,1,0,1,0,0,0,0,0,1,1,0,1,,
,,,,,,,,Carla Rocha,Female,"Faculty of Gama, University of Brasilia",Brazil,1,0,0,0,1,1,0,0,0,1,1,1,1,1,,
Hierarchical features extraction and data reorganization for code search,4,2,0,0,0,1,Code Search; Transformer Models; Deep Learning; Contrastive Training; Semantic Representation,Fan Zhang,Male,"College of Computer Science and Electronic Engineering, Hunan University",China,1,0,0,0,0,1,0,0,1,0,0,0,1,0,4,2
,,,,,,,,Manman Peng,Female,"College of Computer Science and Electronic Engineering, Hunan University",China,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,
,,,,,,,,Yuanyuan Shen,Female,"College of Computer Science and Electronic Engineering, Hunan University",China,0,0,1,0,0,0,0,0,1,0,1,0,0,0,,
,,,,,,,,Qiang Wu,Male,"College of Computer Science and Electronic Engineering, Hunan University",China,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
How can feature usage be tracked across product variants? Implicit Feedback in Software Product Lines,3,0,0,0,0,1,Software Product Line Engineering (SPLE); Implicit Feedback Mechanisms; Domain Engineering; Feature-based Feedback; Technology Acceptance Model (TAM),Oscar Díaz,Male,"University of the Basque Country (UPV/EHU), San Sebastián",Spain,1,0,0,1,1,1,1,1,0,1,1,0,1,1,3,0
,,,,,,,,Raul Medeiros,Male,"University of the Basque Country (UPV/EHU), San Sebastián",Spain,1,1,0,0,1,0,0,1,1,0,1,1,0,1,,
,,,,,,,,Mustafa Al-Hajjaji,Male,"pure-systems GmbH, Magdeburg",Germany,0,0,0,0,0,0,0,1,0,0,1,0,0,1,,
How to effectively mine app reviews concerning software ecosystem? A survey of review characteristics,5,0,0,0,0,1,App Review Mining; Software Ecosystem; Review Characteristics; Sentiment Analysis; Textual Content Mining,Xiaohui Wang,Male,"Macau University of Science and Technology, Macao",China,0,0,0,0,1,1,0,0,0,0,1,0,1,0,5,0
,,,,,,,,Tao Zhang,Male,"Macau University of Science and Technology, Macao",China,0,0,0,1,0,0,0,1,0,1,1,0,0,1,,
,,,,,,,,Youshuai Tan,Male,"Macau University of Science and Technology, Macao",China,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Weiyi Shang,Male,"University of Waterloo, Ontario",Canada,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Yao Li,Male,"Macau University of Science and Technology, Macao",China,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,
Hybrid quantum architecture for smart city security,5,0,0,0,0,1,Smart City Security; Quantum Computing; AI-driven Threat Detection; IoT Vulnerabilities; Data Privacy,Vita Santa Barletta,Female,University of Bari Aldo Moro,Italy,1,1,0,0,1,1,0,0,0,0,1,0,1,1,5,0
,,,,,,,,Danilo Caivano,Male,University of Bari Aldo Moro,Italy,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Mirko De Vincentiis,Male,University of Bari Aldo Moro,Italy,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,
,,,,,,,,Anibrata Pal,Male,University of Bari Aldo Moro,Italy,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,
,,,,,,,,Michele Scalera,Male,University of Bari Aldo Moro,Italy,0,1,0,0,0,0,0,0,0,0,1,0,0,1,,
𝑖𝐶𝑜𝐿𝑎+ : An extensible meta-language with support for exploratory language development,2,0,0,0,0,1,Programming Languages; Language-oriented Programming; Meta-programming; Domain-specific Languages; Language Design,Damian Frölich,Male,"Informatics Institute, University of Amsterdam",Netherlands,1,0,0,0,0,1,0,0,1,0,1,1,1,0,2,0
,,,,,,,,L. Thomas van Binsbergen,Male,"Informatics Institute, University of Amsterdam",Netherlands,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,
Identifying concerns when specifying machine learning-enabled systems: A perspective-based approach,4,0,0,0,0,1,Machine Learning System Engineering; System Objectives Specification; User Experience in ML Systems; Data and Model Perspectives; Business Value in ML Projects,Hugo Villamizar,Male,"Pontifical Catholic University of Rio de Janeiro, Brazil",Brazil,1,1,1,0,1,1,1,0,1,0,1,1,1,1,4,0
,,,,,,,,Marcos Kalinowski,Male,"Pontifical Catholic University of Rio de Janeiro, Brazil",Brazil,1,1,1,0,1,1,1,1,0,1,1,0,1,1,,
,,,,,,,,Hélio Lopes,Male,"Pontifical Catholic University of Rio de Janeiro, Brazil",Brazil,1,0,0,0,1,1,1,0,0,1,1,0,1,1,,
,,,,,,,,Daniel Mendez,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,1,0,0,0,1,1,1,0,0,1,1,0,1,1,,
Identifying the primary dimensions of DevSecOps: A multi-vocal literature review,3,0,0,0,0,1,DevSecOps; Security in DevOps; Global Software Engineering; Thematic Analysis; Software Lifecycle Models,Xiaofan Zhao,Male,Auckland University of Technology,New Zealand,1,1,1,0,1,1,0,0,0,0,0,0,1,0,3,0
,,,,,,,,Tony Clear,Male,Auckland University of Technology,New Zealand,1,0,0,0,0,1,0,0,0,1,1,0,0,1,,
,,,,,,,,Ramesh Lal,Male,Auckland University of Technology,New Zealand,1,0,0,0,0,1,0,0,0,1,1,0,0,1,,
Impermanent identifiers: Enhanced source code comprehension and refactoring,6,1,0,0,0,1,Software Comprehension; Code Augmentation; Dynamic Identifiers; Empirical Software Engineering; Developer Collaboration,Eduardo Martins Guerra,Male,Free University of Bozen-Bolzano,Italy,0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,1
,,,,,,,,André A.S. Ivo,Male,National Institute for Space Research (INPE),Brazil,0,0,1,0,0,0,0,0,0,1,1,1,1,1,,
,,,,,,,,Fernando O. Pereira,Male,National Institute for Space Research (INPE),Brazil,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,
,,,,,,,,Romain Robbes,Male,Free University of Bozen-Bolzano,Italy,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,
,,,,,,,,Andrea Janes,Female,Free University of Bozen-Bolzano,Italy,0,0,0,0,0,0,0,0,0,1,1,1,1,1,,
,,,,,,,,Fábio Fagundes Silveira,Male,"Federal University of São Paulo, Free University of Bozen-Bolzano","Brazil, Italy",0,0,0,0,0,0,0,0,0,1,1,1,1,1,,
Improve cross-project just-in-time defect prediction with dynamic transfer learning,3,0,0,0,0,1,Defect Prediction; Transfer Learning; Software Engineering; Dynamic Adaptation; Machine Learning,Hongming Dai,Male,South China University of Technology; Guangdong Polytechnic of Science and Trade,China,0,0,0,0,1,1,0,0,1,0,0,1,1,1,3,0
,,,,,,,,Jianqing Xi,Male,South China University of Technology,China,0,0,0,0,0,0,1,1,0,1,0,0,0,1,,
,,,,,,,,Hong-Liang Dai,Male,Guangzhou University,China,0,0,0,1,0,0,0,0,0,0,1,1,0,1,,
Incivility detection in open source code review and issue discussions,3,1,0,0,0,1,Open Source Development; Code Review; Issue Discussions; Machine Learning for Incivility Detection; Cross-platform Analysis,Isabella Ferreira,Female,"Department of Computer and Software Engineering, Polytechnique Montréal, Montréal, Quebec, Canada",Canada,1,0,1,0,0,1,0,0,1,0,1,1,1,1,3,1
,,,,,,,,Ahlaam Rafiq,Female,"Department of Physics, Indian Institute of Technology, Guwahati, Assam, India",India,0,1,0,0,1,0,0,0,1,0,0,0,1,0,,
,,,,,,,,Jinghui Cheng,Male,"Department of Computer and Software Engineering, Polytechnique Montréal, Montréal, Quebec, Canada",Canada,1,0,0,0,0,1,0,0,0,1,0,0,1,1,,
Incremental-concurrent fusion checking for efficient context consistency,5,1,0,0,0,1,Context-Aware Computing; Smart Applications; Constraint Checking; Environmental Dynamics; Context Consistency,Lingyu Zhang,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",China,1,0,0,0,0,0,0,0,1,0,1,0,1,0,5,1
,,,,,,,,Huiyan Wang,Female,"State Key Laboratory for Novel Software Technology, Nanjing University",China,0,0,1,1,0,1,0,0,0,0,0,0,0,1,,
,,,,,,,,Chuyang Chen,Male,"Department of Computer Science and Technology, Nanjing University",China,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Chang Xu,Male,"Department of Computer Science and Technology, Nanjing University",China,0,0,0,1,0,0,0,1,0,1,0,0,0,1,,
,,,,,,,,Ping Yu,Male,"Department of Computer Science and Technology, Nanjing University",China,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,3,1,0,0,0,1,DevOps; Productivity; Quality Management; Software Maintenance; Process Improvement,Dan Port,Male,"Shidler College of Business, University of Hawaii at Manoa, Information Technology Management Department",United States,1,0,1,0,1,1,0,0,1,0,0,1,1,0,3,1
,,,,,,,,Bill Taber,Male,"Jet Propulsion Laboratory, California Institute of Technology, Mission Design and Navigation",United States,0,1,0,1,1,0,1,0,1,1,1,1,0,0,,
,,,,,,,,Parisa Emkani,Female,"College of Natural Sciences, University of Hawaii at Manoa, Information and Computer Sciences Department",United States,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,
Investigating the robustness of locators in template-based Web application testing using a GUI change classification model,3,1,0,0,0,1,GUI Testing; Web Application Testing; Test Case Robustness; Locator Breakage; Regression Testing,Marco De Luca,Male,University Federico II of Naples,Italy,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1
,,,,,,,,Anna Rita Fasolino,Female,University Federico II of Naples,Italy,1,0,0,0,1,1,0,0,0,0,0,0,1,1,,
,,,,,,,,Porfirio Tramontana,Male,University Federico II of Naples,Italy,1,0,0,0,1,1,0,0,0,0,0,0,1,1,,
Iterative framework based on multi-task learning for service recommendation,5,1,0,0,0,1,Service-Oriented Computing; Multi-Task Learning; Service Recommendation; Software Development; User Requirements,Ting Yu,Female,"School of Computer Science and Technology, Hangzhou Dianzi University, Jiaxing Nanhu University",China,1,0,0,0,0,1,0,0,0,0,0,0,1,0,5,1
,,,,,,,,Dongjin Yu,Male,"School of Computer Science and Technology, Hangzhou Dianzi University",China,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Dongjing Wang,Female,"School of Computer Science and Technology, Hangzhou Dianzi University",China,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
,,,,,,,,Quanxin Yang,Male,"School of Computer Science and Technology, Hangzhou Dianzi University",China,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
,,,,,,,,Xueyou Hu,Male,"School of Computer Science and Technology, Hangzhou Dianzi University",China,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
JITGNN: A deep graph neural network framework for Just-In-Time bug prediction,2,1,0,0,0,1,Just-In-Time Bug Prediction; Graph Neural Networks; Software Change Metrics; Deep Learning for Software Prediction; Source Code Analysis,Hossein Keshavarz,Male,University of Waterloo,Canada,1,1,1,0,1,1,0,0,1,0,1,1,1,0,2,1
,,,,,,,,Gema Rodríguez-Pérez,Female,"University of British Columbia, Kelowna",Canada,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,
Learning input-aware performance models of configurable systems: An empirical evaluation,7,0,0,0,0,1,Software Performance Prediction; Configurable Systems; Machine Learning; Input-aware Models; Transfer Learning,Luc Lesoil,Male,"Univ Rennes, Inria, INSA Rennes, CNRS, IRISA",France,1,1,0,0,1,1,0,0,0,0,0,1,1,1,7,0
,,,,,,,,Helge Spieker,Male,Simula Research Laboratory,Norway,1,1,0,0,1,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Arnaud Gotlieb,Male,Simula Research Laboratory,Norway,1,0,0,1,0,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Mathieu Acher,Male,"Univ Rennes, Inria, INSA Rennes, CNRS, IRISA",France,1,0,0,1,0,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Paul Temple,Male,"Univ Rennes, Inria, INSA Rennes, CNRS, IRISA",France,1,0,0,0,0,1,0,0,0,0,0,0,1,1,,
,,,,,,,,Arnaud Blouin,Male,"Univ Rennes, Inria, INSA Rennes, CNRS, IRISA",France,1,0,0,0,0,1,0,0,0,0,0,0,1,1,,
,,,,,,,,Jean-Marc Jézéquel,Male,"Univ Rennes, Inria, INSA Rennes, CNRS, IRISA",France,1,0,0,0,0,1,0,0,0,0,0,0,1,0,,
Learning to empathize with users through design thinking in hybrid mode: Insights from two educational case studies,2,1,0,0,0,1,Hybrid Work; Design Thinking; Empathy Development; Educational Technology; Human-Centered Solutions,Meira Levy,Female,"Shenkar, the College of Engineering Design and Art, Ramat-Gan, Israel; University of Haifa, Haifa, Israel",Israel,1,0,1,0,1,1,0,0,0,0,0,0,1,1,2,1
,,,,,,,,Irit Hadar,Female,"University of Haifa, Haifa, Israel",Israel,1,0,1,0,1,1,0,0,0,0,0,0,1,1,,
Local features: Enhancing variability modeling in software product lines,5,1,0,0,0,1,Software Product Lines; Variability Modeling; Feature Models; Domain-Specific Languages; Product Customization,David de Castro,Male,"Universidade da Coruña, Centro de Investigación CITIC, Database Lab., Elviña, A Coruña",Spain,1,0,0,0,0,1,0,0,1,0,1,0,1,1,5,1
,,,,,,,,Alejandro Cortiñas,Male,"Universidade da Coruña, Centro de Investigación CITIC, Database Lab., Elviña, A Coruña",Spain,1,0,1,0,1,1,0,1,1,0,1,0,1,1,,
,,,,,,,,Miguel R. Luaces,Male,"Universidade da Coruña, Centro de Investigación CITIC, Database Lab., Elviña, A Coruña",Spain,1,0,1,1,1,1,0,1,1,1,1,0,1,1,,
,,,,,,,,Oscar Pedreira,Male,"Universidade da Coruña, Centro de Investigación CITIC, Database Lab., Elviña, A Coruña",Spain,1,0,1,1,1,1,1,1,1,1,1,0,1,1,,
,,,,,,,,Ángeles Saavedra Places,Female,"Universidade da Coruña, Centro de Investigación CITIC, Database Lab., Elviña, A Coruña",Spain,1,0,1,1,1,1,0,1,0,0,1,0,1,1,,
Log statements generation via deep learning: Widening the support provided to developers,4,1,0,0,0,1,Logging; Deep Learning in Software Engineering; Information Retrieval; Software Monitoring; Log Statement Injection,Antonio Mastropaolo,Male,Università della Svizzera Italiana,Switzerland,1,0,1,0,1,1,0,0,1,1,1,1,1,1,4,1
,,,,,,,,Valentina Ferrari,Female,Università della Svizzera Italiana,Switzerland,0,1,0,0,1,0,0,0,1,0,1,0,0,0,,
,,,,,,,,Luca Pascarella,Male,ETH Zurich,Switzerland,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Gabriele Bavota,Male,Università della Svizzera Italiana,Switzerland,1,0,0,1,0,1,1,0,0,1,0,0,1,1,,
Long-term software fault prediction with wavelet shrinkage estimation,3,0,0,0,0,1,Software Reliability; Wavelet Shrinkage Estimation; Long-term Prediction; Fault Detection; Software Reliability Growth Models,Jingchi Wu,Male,"Graduate School of Advanced Science and Engineering, Hiroshima University",Japan,1,1,1,1,1,1,1,1,1,0,0,1,1,1,3,0
,,,,,,,,Tadashi Dohi,Male,"Graduate School of Advanced Science and Engineering, Hiroshima University",Japan,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,
,,,,,,,,Hiroyuki Okamura,Male,"Graduate School of Advanced Science and Engineering, Hiroshima University",Japan,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,6,3,0,0,0,1,Object-Oriented Programming; Software Testing; Adaptive Random Testing; Fault Detection; Computational Efficiency,Jinfu Chen,Male,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",China,1,0,0,1,1,1,0,0,0,1,0,0,1,1,6,3
,,,,,,,,Jingyi Chen,Female,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",China,0,0,0,0,1,1,0,0,1,0,0,0,1,1,,
,,,,,,,,Lili Zhu,Female,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",China,1,1,0,0,1,1,0,0,1,0,1,0,1,0,,
,,,,,,,,Chengying Mao,Male,Jiangxi University of Finance and Economics,China,0,0,1,0,0,0,0,0,1,1,1,0,0,1,,
,,,,,,,,Qihao Bao,Male,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",China,0,1,0,0,0,0,1,1,0,0,0,1,0,0,,
,,,,,,,,Rubing Huang,Female,Macau University of Science and Technology,"Macao, China",1,0,0,0,0,0,1,1,0,0,0,0,0,1,,
Managing the changing understanding of benefits in software initiatives,2,0,0,0,0,1,Benefits Management; Stakeholder Analysis; Software Development; Digitalization; Investment Decision Making,Sinan Sigurd Tanilkan,Male,"Simula Metropolitan Center for Effective Digitalization of the Public Sector, Oslo, Norway",Norway,1,0,1,0,1,1,1,1,0,0,0,1,1,1,2,0
,,,,,,,,Jo Erskine Hannay,Male,"Simula Metropolitan Center for Effective Digitalization of the Public Sector, Oslo, Norway",Norway,1,0,1,0,1,1,0,1,0,1,0,0,1,1,,
MicroFog: A framework for scalable placement of microservices-based IoT applications in federated Fog environments,3,0,0,0,0,1,Microservice Architecture; Fog Computing; Distributed Systems; Cloud-Native Technologies; Placement Algorithms,Samodha Pallewatta,Male,"The Cloud Computing and Distributed Systems (CLOUDS) Laboratory, School of Computing and Information Systems, The University of Melbourne",Australia,1,0,0,0,0,1,0,0,1,0,1,0,1,1,3,0
,,,,,,,,Vassilis Kostakos,Male,"The Cloud Computing and Distributed Systems (CLOUDS) Laboratory, School of Computing and Information Systems, The University of Melbourne",Australia,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Rajkumar Buyya,Male,"The Cloud Computing and Distributed Systems (CLOUDS) Laboratory, School of Computing and Information Systems, The University of Melbourne",Australia,1,0,0,0,0,1,0,0,0,1,0,1,0,1,,
MicroIRC: Instance-level Root Cause Localization for Microservice Systems,7,0,0,0,0,1,Microservice Architecture; Root Cause Localization; Graph Neural Networks; Failure Detection; Dynamic Topology,Yuhan Zhu,Male,Wuhan University,China,1,1,0,0,0,1,0,0,1,0,0,0,1,0,7,0
,,,,,,,,Jian Wang,Male,Wuhan University,China,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Bing Li,Male,Wuhan University,China,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
,,,,,,,,Yuqi Zhao,Male,Wuhan University,China,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,
,,,,,,,,Zekun Zhang,Male,Wuhan University,China,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Yiming Xiong,Male,Wuhan University,China,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,
,,,,,,,,Shiping Chen,Male,CSIRO Data61,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Microservice API Evolution in Practice: A Study on Strategies and Challenges,4,0,0,0,0,1,Microservice Architecture; API Evolution; RESTful Communication; Event-driven Systems; Software Scalability,Alexander Lercher,Male,University of Klagenfurt,Austria,1,1,1,0,1,1,1,1,1,0,1,1,1,1,4,0
