Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Country,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision,Unique Institute Count
"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness",,Asangi Jayatilaka,Female,1.0,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia",Australia,,,,,,,,0.0,0.0,0.0,
"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness",,Sherif Haggag,Male,0.0,"School of Computer and Mathematical Sciences, The University of Adelaide, Australia",Australia,,,,,,,,0.0,0.0,0.0,
"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness",,Chelsea Liu,Female,1.0,"Adelaide Business School, The University of Adelaide, Australia",Australia,,,,,,,,0.0,0.0,0.0,
"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness",,M. Ali Babar,Male,0.0,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia; Cyber Security Cooperative Research Centre, Australia",Australia,,,,,,,,1.0,0.0,1.0,
An empirical study on bug severity estimation using source code metrics and static analysis,"Software defects, Bug prediction, Severity estimation, Static analysis, Source code metrics",Ehsan Mashhadi,Male,0.0,University of Calgary,Canada,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
An empirical study on bug severity estimation using source code metrics and static analysis,,Shaiful Chowdhury,Male,0.0,University of Manitoba,Canada,,,,,,,,0.0,0.0,0.0,
An empirical study on bug severity estimation using source code metrics and static analysis,,Somayeh Modaberi,Female,1.0,University of Calgary,Canada,,,,,,,,0.0,0.0,0.0,
An empirical study on bug severity estimation using source code metrics and static analysis,,Hadi Hemmati,Male,0.0,"University of Calgary, York University",Canada,,,,,,,,1.0,0.0,1.0,
An empirical study on bug severity estimation using source code metrics and static analysis,,Gias Uddin,Male,0.0,University of Calgary,Canada,,,,,,,,0.0,0.0,0.0,
Ant-colony optimization for automating test model generation in model transformation testing,"test model generation, metamodels, MT testing, Ant-Colony Optimization, black-box testing",Meysam Karimi,Male,0.0,"MDSE Research Group, Department of Software Engineering, University of Isfahan",Iran,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
Ant-colony optimization for automating test model generation in model transformation testing,,Shekoufeh Kolahdouz-Rahimi,Female,1.0,"MDSE Research Group, Department of Software Engineering, University of Isfahan, School of Arts, University of Roehampton","Iran, UK",,,,,,,,0.0,0.0,0.0,
Ant-colony optimization for automating test model generation in model transformation testing,,Javier Troya,Male,0.0,"ITIS Software, Universidad de MÃ¡laga",Spain,,,,,,,,0.0,0.0,0.0,
Ant-colony optimization for automating test model generation in model transformation testing,,Feza Buzluca,Male,0.0,"Computer Engineering Department, Istanbul Technical University",Turkey,,,,,,,,1.0,0.0,1.0,
Ant-colony optimization for automating test model generation in model transformation testing,,Damian Tamburri,Male,0.0,Eindhoven University of Technology,Netherlands,,,,,,,,0.0,0.0,0.0,
Applying short text topic models to instant messaging communication of software developers,"Instant messaging, topic models, chat messages, developer communication, topic quality",Camila Costa Silva,Female,1.0,"University of Canterbury, Christchurch",New Zealand,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Applying short text topic models to instant messaging communication of software developers,,Matthias Galster,Male,0.0,"University of Canterbury, Christchurch",New Zealand,,,,,,,,1.0,0.0,1.0,
Applying short text topic models to instant messaging communication of software developers,,Fabian Gilson,Male,0.0,"University of Canterbury, Christchurch",New Zealand,,,,,,,,1.0,0.0,1.0,
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,"Question classification, Stack Overflow, Contextual features, TF-IDF, Doc2Vec",Maliha Noushin Raida,Female,1.0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,6.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,,Zannatun Naim Sristy,Female,1.0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,,,,0.0,0.0,0.0,
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,,Nawshin Ulfat,Female,1.0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,,,,0.0,0.0,0.0,
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,,Sheikh Moonwara Anjum Monisha,Female,1.0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,,,,0.0,0.0,0.0,
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,,Md. Jubair Ibna Mostafa,Male,0.0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,,,,1.0,0.0,1.0,
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,,Md. Nazmul Haque,Male,0.0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,,,,1.0,0.0,1.0,
Automated program repair for variability bugs in software product line systems,"SPL, Bug fixing, Fault localization, Heuristic rules, Source code repair",Thu-Trang Nguyen,Female,1.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Automated program repair for variability bugs in software product line systems,,Xiao-Yi Zhang,Male,0.0,University of Science and Technology Beijing,China,,,,,,,,0.0,0.0,0.0,
Automated program repair for variability bugs in software product line systems,,Paolo Arcaini,Male,0.0,National Institute of Informatics,Japan,,,,,,,,0.0,0.0,0.0,
Automated program repair for variability bugs in software product line systems,,Fuyuki Ishikawa,Male,0.0,National Institute of Informatics,Japan,,,,,,,,0.0,0.0,0.0,
Automated program repair for variability bugs in software product line systems,,Hieu Dinh Vo,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,,,,,,,,1.0,0.0,1.0,
Automating the correctness assessment of AI-generated code for security contexts,"AI, Code Generation, Security, Symbolic Execution, Assembly Code",Domenico Cotroneo,Male,0.0,"University of Naples Federico II, Naples, Italy",Italy,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Automating the correctness assessment of AI-generated code for security contexts,,Alessio Foggia,Male,0.0,"University of Naples Federico II, Naples, Italy",Italy,,,,,,,,0.0,0.0,0.0,
Automating the correctness assessment of AI-generated code for security contexts,,Cristina Improta,Female,1.0,"University of Naples Federico II, Naples, Italy",Italy,,,,,,,,0.0,0.0,0.0,
Automating the correctness assessment of AI-generated code for security contexts,,Pietro Liguori,Male,0.0,"University of Naples Federico II, Naples, Italy",Italy,,,,,,,,1.0,0.0,1.0,
Automating the correctness assessment of AI-generated code for security contexts,,Roberto Natella,Male,0.0,"University of Naples Federico II, Naples, Italy",Italy,,,,,,,,1.0,0.0,1.0,
Bug priority change: An empirical study on Apache projects,"Bug priority, issue tracking systems, priority changes, empirical study, Apache open source",Zengyang Li,Male,0.0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",China,6.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Bug priority change: An empirical study on Apache projects,,Guangzong Cai,Male,0.0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",China,,,,,,,,0.0,0.0,0.0,
Bug priority change: An empirical study on Apache projects,,Qinyi Yu,Female,1.0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",China,,,,,,,,0.0,0.0,0.0,
Bug priority change: An empirical study on Apache projects,,Peng Liang,Male,0.0,"School of Computer Science, Wuhan University",China,,,,,,,,1.0,0.0,1.0,
Bug priority change: An empirical study on Apache projects,,Ran Mo,Female,1.0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",China,,,,,,,,0.0,0.0,0.0,
Bug priority change: An empirical study on Apache projects,,Hui Liu,Female,1.0,"School of Artificial Intelligence and Automation, Huazhong University of Science and Technology",China,,,,,,,,0.0,0.0,0.0,
Code-centric learning-based just-in-time vulnerability detection,"Vulnerability, commits, graph neural network, JIT-VD, code changes",Son Nguyen,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,6.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Code-centric learning-based just-in-time vulnerability detection,,Thu-Trang Nguyen,Female,1.0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,,,,0.0,0.0,0.0,
Code-centric learning-based just-in-time vulnerability detection,,Thanh Trong Vu,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,,,,0.0,0.0,0.0,
Code-centric learning-based just-in-time vulnerability detection,,Thanh-Dat Do,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,,,,0.0,0.0,0.0,
Code-centric learning-based just-in-time vulnerability detection,,Kien-Tuan Ngo,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,,,,0.0,0.0,0.0,
Code-centric learning-based just-in-time vulnerability detection,,Hieu Dinh Vo,Male,0.0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,,,,1.0,0.0,1.0,
Context-aware code generation with synchronous bidirectional decoder,"code generation, sequence-to-tree models, bidirectional decoder, scheduled sampling, beam search",Xiangyu Zhang,Male,0.0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",China,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Context-aware code generation with synchronous bidirectional decoder,,Yu Zhou,Male,0.0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",China,,,,,,,,1.0,0.0,1.0,
Context-aware code generation with synchronous bidirectional decoder,,Guang Yang,Male,0.0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",China,,,,,,,,0.0,0.0,0.0,
Context-aware code generation with synchronous bidirectional decoder,,Tingting Han,Female,1.0,"School of Computing and Mathematical Sciences, Birkbeck, University of London",UK,,,,,,,,0.0,0.0,0.0,
Context-aware code generation with synchronous bidirectional decoder,,Taolue Chen,Male,0.0,"School of Computing and Mathematical Sciences, Birkbeck, University of London",UK,,,,,,,,0.0,0.0,0.0,
Conversation in forums: How software forum posts discuss potential development insights,"Software forums, User feedback, Bug reports, Feature requests, Contextual information",Hechen Wang,Male,0.0,University of Auckland,New Zealand,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Conversation in forums: How software forum posts discuss potential development insights,,Peter Devine,Male,0.0,University of Auckland,New Zealand,,,,,,,,0.0,0.0,0.0,
Conversation in forums: How software forum posts discuss potential development insights,,James Tizard,Male,0.0,University of Auckland,New Zealand,,,,,,,,0.0,0.0,0.0,
Conversation in forums: How software forum posts discuss potential development insights,,Seyed Reza Shahamiri,Male,0.0,University of Auckland,New Zealand,,,,,,,,0.0,0.0,0.0,
Conversation in forums: How software forum posts discuss potential development insights,,Kelly Blincoe,Female,1.0,University of Auckland,New Zealand,,,,,,,,0.0,0.0,0.0,
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers","Data, infrastructure, life cycle management, development & deployment, processing",Harald Foidl,Male,0.0,University of Innsbruck,Austria,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers",,Valentina Golendukhina,Female,1.0,University of Innsbruck,Austria,,,,,,,,0.0,0.0,0.0,
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers",,Rudolf Ramler,Male,0.0,Software Competence Center Hagenberg GmbH,Austria,,,,,,,,0.0,0.0,0.0,
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers",,Michael Felderer,Male,0.0,"Institute for Software Technology (DLR), University of Cologne, University of Innsbruck","Austria,Germany",,,,,,,,1.0,0.0,1.0,
Detecting security vulnerabilities with vulnerability nets,"security, vulnerabilities, software development, static analysis, manual audits",Pingyan Wang,Male,0.0,Hiroshima University,Japan,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Detecting security vulnerabilities with vulnerability nets,,Shaoying Liu,Male,0.0,Hiroshima University,Japan,,,,,,,,1.0,0.0,1.0,
Detecting security vulnerabilities with vulnerability nets,,Ai Liu,Female,1.0,Hiroshima University,Japan,,,,,,,,0.0,0.0,0.0,
Detecting security vulnerabilities with vulnerability nets,,Wen Jiang,Male,0.0,Hiroshima University,Japan,,,,,,,,0.0,0.0,0.0,
Detecting semantic conflicts with unit tests,"software, programming, merge, conflict, tests",LÃ©uson Da Silva,Male,0.0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco, Polytechnique Montreal","Brazil, Canada",8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
Detecting semantic conflicts with unit tests,,Paulo Borba,Male,0.0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,,,,1.0,0.0,1.0,
Detecting semantic conflicts with unit tests,,Toni Maciel,Male,0.0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,,,,0.0,0.0,0.0,
Detecting semantic conflicts with unit tests,,Wardah Mahmood,Female,1.0,Chalmers â€” University of Gothenburg,Sweden,,,,,,,,0.0,0.0,0.0,
Detecting semantic conflicts with unit tests,,Thorsten Berger,Male,0.0,"Chalmers â€” University of Gothenburg, Ruhr University Bochum","Sweden, Germany",,,,,,,,1.0,0.0,1.0,
Detecting semantic conflicts with unit tests,,JoÃ£o Moisakis,Male,0.0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,,,,0.0,0.0,0.0,
Detecting semantic conflicts with unit tests,,Aldiberg Gomes,Male,0.0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,,,,0.0,0.0,0.0,
Detecting semantic conflicts with unit tests,,VinÃ­cius Leite,Male,0.0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,,,,0.0,0.0,0.0,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,"SOA, Cloud Development, Service Reuse, API, Enterprise Systems",Nikolaos Nikolaidis,Male,0.0,"University of Macedonia, Thessaloniki, Greece",Greece,8.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,,Elvira-Maria Arvanitou,Female,1.0,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,,,,0.0,0.0,0.0,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,,Christina Volioti,Female,1.0,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,,,,0.0,0.0,0.0,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,,Theodore Maikantis,Male,0.0,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,,,,0.0,0.0,0.0,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,,Apostolos Ampatzoglou,Male,0.0,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,,,,1.0,0.0,1.0,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,,Daniel Feitosa,Male,0.0,"University of Groningen, Groningen, the Netherlands",Netherlands,,,,,,,,1.0,0.0,1.0,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,,Alexander Chatzigeorgiou,Male,0.0,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,,,,1.0,0.0,1.0,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,,Phillipe Krief,Male,0.0,"Eclipse Research Labs, Eclipse Foundation, Germany",Germany,,,,,,,,1.0,0.0,1.0,
Edge to Cloud Tools: A Multivocal Literature Review,"edge computing, cloud resources, orchestration, offloading, computational tasks",Sergio Moreschini,Male,0.0,"Tampere University, Tampere, Finland",Finland,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
Edge to Cloud Tools: A Multivocal Literature Review,,Elham Younesian,Female,1.0,"Tampere University, Tampere, Finland; Brno University of Technology, Brno, Czech Republic","Finland, Czech Republic",,,,,,,,0.0,0.0,0.0,
Edge to Cloud Tools: A Multivocal Literature Review,,David HÃ¤stbacka,Male,0.0,"Tampere University, Tampere, Finland",Finland,,,,,,,,1.0,0.0,1.0,
Edge to Cloud Tools: A Multivocal Literature Review,,Michele Albano,Male,0.0,"Aalborg University, Aalborg, Denmark",Denmark,,,,,,,,1.0,0.0,1.0,
Edge to Cloud Tools: A Multivocal Literature Review,,JiÅ™Ã­ HoÅ¡ek,Male,0.0,"Brno University of Technology, Brno, Czech Republic",Czech Republic,,,,,,,,1.0,0.0,1.0,
Edge to Cloud Tools: A Multivocal Literature Review,,Davide Taibi,Male,0.0,"Tampere University, Tampere, Finland; University of Oulu, Oulu, Finland",Finland,,,,,,,,1.0,0.0,1.0,
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,"Configuration tuning, Bayesian optimization, Configuration space reduction, Big-data systems, Transfer learning",Rong Cao,Male,0.0,"School of Computer Science and Technology, Xidian University",China,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,,Liang Bao,Male,0.0,"School of Computer Science and Technology, Xidian University",China,,,,,,,,1.0,0.0,1.0,
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,,Kaibi Zhao,Male,0.0,"School of Computer Science and Technology, Xidian University",China,,,,,,,,0.0,0.0,0.0,
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,,Panpan Zhangsun,Female,1.0,"School of Computer Science and Technology, Xidian University",China,,,,,,,,0.0,0.0,0.0,
Feature causality,Software Defects; Feature Causality; Counterfactual Reasoning; Causal Impact Estimation; Feature Interactions,Clemens Dubslaff,Male,0.0,"Eindhoven University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI), Dresden University of Technology","Netherlands, Germany",4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
Feature causality,,Kallistos Weis,Male,0.0,"Saarland University, Saarland Informatics Campus",Germany,,,,,,,,0.0,0.0,0.0,
Feature causality,,Christel Baier,Female,1.0,"Dresden University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI)",Germany,,,,,,,,0.0,0.0,0.0,
Feature causality,,Sven Apel,Male,0.0,"Saarland University, Saarland Informatics Campus",Germany,,,,,,,,1.0,0.0,1.0,
Few-shot code translation via task-adapted prompt learning,Pre-trained Models; Code Translation; Few-shot Learning; Parameter-efficient Tuning; Software Engineering,Xuan Li,Male,0.0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Few-shot code translation via task-adapted prompt learning,,Shuai Yuan,Male,0.0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,,,,,,,,0.0,0.0,0.0,
Few-shot code translation via task-adapted prompt learning,,Xiaodong Gu,Male,0.0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,,,,,,,,0.0,0.0,0.0,
Few-shot code translation via task-adapted prompt learning,,Yuting Chen,Female,1.0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,,,,,,,,0.0,0.0,0.0,
Few-shot code translation via task-adapted prompt learning,,Beijun Shen,Male,0.0,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",China,,,,,,,,1.0,0.0,1.0,
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,Introductory Programming; Automated Feedback Systems; Control Flow Graph Alignment; Data-Driven Learning Support; Program Repair Algorithms,Md Towhidul Absar Chowdhury,Male,0.0,Rochester Institute of Technology,USA,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,,Maheen Riaz Contractor,Female,1.0,Rochester Institute of Technology,USA,,,,,,,,0.0,0.0,0.0,
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,,Carlos R. Rivero,Male,0.0,Rochester Institute of Technology,USA,,,,,,,,1.0,0.0,1.0,
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,AI-Generated Code Detection; Software Engineering Education; Plagiarism Detection; AI Code Classification; Quality Assurance in AI-generated Code,Phuong T. Nguyen,Female,1.0,UniversitÃ degli studi dellâ€™Aquila,Italy,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,,Juri Di Rocco,Male,0.0,UniversitÃ degli studi dellâ€™Aquila,Italy,,,,,,,,0.0,0.0,0.0,
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,,Claudio Di Sipio,Male,0.0,UniversitÃ degli studi dellâ€™Aquila,Italy,,,,,,,,0.0,0.0,0.0,
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,,Riccardo Rubei,Male,0.0,UniversitÃ degli studi dellâ€™Aquila,Italy,,,,,,,,0.0,0.0,0.0,
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,,Davide Di Ruscio,Male,0.0,UniversitÃ degli studi dellâ€™Aquila,Italy,,,,,,,,1.0,0.0,1.0,
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,,Massimiliano Di Penta,Male,0.0,UniversitÃ degli studi del Sannio,Italy,,,,,,,,1.0,0.0,1.0,
Hybrid quantum architecture for smart city security,Smart City Security; Quantum Computing; AI-driven Threat Detection; IoT Vulnerabilities; Data Privacy,Vita Santa Barletta,Female,1.0,University of Bari Aldo Moro,Italy,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Hybrid quantum architecture for smart city security,,Danilo Caivano,Male,0.0,University of Bari Aldo Moro,Italy,,,,,,,,1.0,0.0,1.0,
Hybrid quantum architecture for smart city security,,Mirko De Vincentiis,Male,0.0,University of Bari Aldo Moro,Italy,,,,,,,,0.0,0.0,0.0,
Hybrid quantum architecture for smart city security,,Anibrata Pal,Male,0.0,University of Bari Aldo Moro,Italy,,,,,,,,0.0,0.0,0.0,
Hybrid quantum architecture for smart city security,,Michele Scalera,Male,0.0,University of Bari Aldo Moro,Italy,,,,,,,,0.0,0.0,0.0,
Incivility detection in open source code review and issue discussions,Open Source Development; Code Review; Issue Discussions; Machine Learning for Incivility Detection; Cross-platform Analysis,Isabella Ferreira,Female,1.0,"Department of Computer and Software Engineering, Polytechnique MontrÃ©al, MontrÃ©al, Quebec, Canada",Canada,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Incivility detection in open source code review and issue discussions,,Ahlaam Rafiq,Female,1.0,"Department of Physics, Indian Institute of Technology, Guwahati, Assam, India",India,,,,,,,,0.0,0.0,0.0,
Incivility detection in open source code review and issue discussions,,Jinghui Cheng,Male,0.0,"Department of Computer and Software Engineering, Polytechnique MontrÃ©al, MontrÃ©al, Quebec, Canada",Canada,,,,,,,,1.0,0.0,1.0,
Incremental-concurrent fusion checking for efficient context consistency,Context-Aware Computing; Smart Applications; Constraint Checking; Environmental Dynamics; Context Consistency,Lingyu Zhang,Male,0.0,"State Key Laboratory for Novel Software Technology, Nanjing University",China,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Incremental-concurrent fusion checking for efficient context consistency,,Huiyan Wang,Female,1.0,"State Key Laboratory for Novel Software Technology, Nanjing University",China,,,,,,,,0.0,0.0,0.0,
Incremental-concurrent fusion checking for efficient context consistency,,Chuyang Chen,Male,0.0,"Department of Computer Science and Technology, Nanjing University",China,,,,,,,,0.0,0.0,0.0,
Incremental-concurrent fusion checking for efficient context consistency,,Chang Xu,Male,0.0,"Department of Computer Science and Technology, Nanjing University",China,,,,,,,,1.0,0.0,1.0,
Incremental-concurrent fusion checking for efficient context consistency,,Ping Yu,Male,0.0,"Department of Computer Science and Technology, Nanjing University",China,,,,,,,,0.0,0.0,0.0,
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,DevOps; Productivity; Quality Management; Software Maintenance; Process Improvement,Dan Port,Male,0.0,"Shidler College of Business, University of Hawaii at Manoa, Information Technology Management Department",United States,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,,Bill Taber,Male,0.0,"Jet Propulsion Laboratory, California Institute of Technology, Mission Design and Navigation",United States,,,,,,,,1.0,0.0,1.0,
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,,Parisa Emkani,Female,1.0,"College of Natural Sciences, University of Hawaii at Manoa, Information and Computer Sciences Department",United States,,,,,,,,0.0,0.0,0.0,
Local features: Enhancing variability modeling in software product lines,Software Product Lines; Variability Modeling; Feature Models; Domain-Specific Languages; Product Customization,David de Castro,Male,0.0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",Spain,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Local features: Enhancing variability modeling in software product lines,,Alejandro CortiÃ±as,Male,0.0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",Spain,,,,,,,,0.0,0.0,0.0,
Local features: Enhancing variability modeling in software product lines,,Miguel R. Luaces,Male,0.0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",Spain,,,,,,,,1.0,0.0,1.0,
Local features: Enhancing variability modeling in software product lines,,Oscar Pedreira,Male,0.0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",Spain,,,,,,,,1.0,0.0,1.0,
Local features: Enhancing variability modeling in software product lines,,Ãngeles Saavedra Places,Female,1.0,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",Spain,,,,,,,,0.0,0.0,0.0,
Log statements generation via deep learning: Widening the support provided to developers,Logging; Deep Learning in Software Engineering; Information Retrieval; Software Monitoring; Log Statement Injection,Antonio Mastropaolo,Male,0.0,UniversitÃ della Svizzera Italiana,Switzerland,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0
Log statements generation via deep learning: Widening the support provided to developers,,Valentina Ferrari,Female,1.0,UniversitÃ della Svizzera Italiana,Switzerland,,,,,,,,0.0,0.0,0.0,
