Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,UniqueInstituteCount,Country,UniqueCountryCount,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,FemaleLedLocalCollaboration,MaleLedLocalCollaboration,FemaleLedNationalCollaboration,MaleLedNationalCollaboration,FemaleLedInternationalCollaboration,MaleLedInternationalCollaboration
,,Xingyu Ji,Male,0,"School of Computer Science and Technology, China University of Mining and Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Senlei Xu,Male,0,"School of Computer Science and Technology, China University of Mining and Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Yuan Tian,Male,0,"School of Computing, Queenâ€™s University",,Canada,,,,,,,,,0,0,0,0,0,0
,,Shujuan Jiang,Female,1,"School of Computer Science and Technology, China University of Mining and Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Rubing Huang,Female,1,"School of Computer Science and Engineering, Macau University of Science and Technology",,"China, Macao",,,,,,,,,0,0,0,0,0,0
An Empirical Investigation Into the Influence of Software Communitiesâ€™ Cultural and Geographical Dispersion on Productivity,"productivity, cultural diversity, geographical dispersion, software analytics, open-source",Stefano Lambiase,Male,0,"SeSa Lab - University of Salerno, Italy",2,Italy,2,7,2,0,1,0,0,1,0,0,0,0,0,1
,,Gemma Catolino,Female,1,"Jheronimus Academy of Data Science, The Netherlands",,The Netherlands,,,,,,,,,0,0,0,0,0,0
,,Fabiano Pecorelli,Male,0,"Jheronimus Academy of Data Science, The Netherlands",,The Netherlands,,,,,,,,,0,0,0,0,0,0
,,Damian A. Tamburri,Male,0,"Jheronimus Academy of Data Science, The Netherlands",,The Netherlands,,,,,,,,,0,0,0,0,0,0
,,Fabio Palomba,Male,0,"SeSa Lab - University of Salerno, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Willem-Jan van den Heuvel,Male,0,"Jheronimus Academy of Data Science, The Netherlands",,The Netherlands,,,,,,,,,0,0,0,0,0,0
,,Filomena Ferrucci,Female,1,"SeSa Lab - University of Salerno, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
An empirical investigation on the competences and roles of practitioners in Microservices-based Architectures,"Web Technologies, DevOps, Data Technologies, Software Engineering, Technical Knowledge",Hamdy Michael Ayas,Male,0,"CSE Department, Chalmers â€” University of Gothenburg",2,Sweden,2,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Regina Hebig,Female,1,"Institute of Computer Science, University of Rostock",,Germany,,,,,,,,,0,0,0,0,0,0
,,Philipp Leitner,Male,0,"CSE Department, Chalmers â€” University of Gothenburg",,Sweden,,,,,,,,,0,0,0,0,0,0
An empirical study on bug severity estimation using source code metrics and static analysis,"Software defects, Bug prediction, Severity estimation, Static analysis, Source code metrics",Ehsan Mashhadi,Male,0,University of Calgary,3,Canada,1,5,1,0,1,0,1,0,0,0,0,1,0,0
,,Shaiful Chowdhury,Male,0,University of Manitoba,,Canada,,,,,,,,,0,0,0,0,0,0
,,Somayeh Modaberi,Female,1,University of Calgary,,Canada,,,,,,,,,0,0,0,0,0,0
,,Hadi Hemmati,Male,0,"University of Calgary, York University",,Canada,,,,,,,,,0,0,0,0,0,0
,,Gias Uddin,Male,0,University of Calgary,,Canada,,,,,,,,,0,0,0,0,0,0
Ant-colony optimization for automating test model generation in model transformation testing,"test model generation, metamodels, MT testing, Ant-Colony Optimization, black-box testing",Meysam Karimi,Male,0,"MDSE Research Group, Department of Software Engineering, University of Isfahan",5,Iran,5,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Shekoufeh Kolahdouz-Rahimi,Female,1,"MDSE Research Group, Department of Software Engineering, University of Isfahan, School of Arts, University of Roehampton",,"Iran, UK",,,,,,,,,0,0,0,0,0,0
,,Javier Troya,Male,0,"ITIS Software, Universidad de MÃ¡laga",,Spain,,,,,,,,,0,0,0,0,0,0
,,Feza Buzluca,Male,0,"Computer Engineering Department, Istanbul Technical University",,Turkey,,,,,,,,,0,0,0,0,0,0
,,Damian Tamburri,Male,0,Eindhoven University of Technology,,Netherlands,,,,,,,,,0,0,0,0,0,0
Applying short text topic models to instant messaging communication of software developers,"Instant messaging, topic models, chat messages, developer communication, topic quality",Camila Costa Silva,Female,1,"University of Canterbury, Christchurch",1,New Zealand,1,3,1,1,0,1,1,0,1,0,1,0,0,0
,,Matthias Galster,Male,0,"University of Canterbury, Christchurch",,New Zealand,,,,,,,,,0,0,0,0,0,0
,,Fabian Gilson,Male,0,"University of Canterbury, Christchurch",,New Zealand,,,,,,,,,0,0,0,0,0,0
Architectural support for software performance in continuous software engineering: A systematic mapping study,"Software performance, Continuous engineering, Systematic mapping, Architectural support, Performance assessment",Romina Eramo,Female,1,University of Teramo,3,Italy,2,6,2,1,0,0,0,1,0,0,0,0,1,0
,,Michele Tucci,Male,0,University of Lâ€™Aquila,,Italy,,,,,,,,,0,0,0,0,0,0
,,Daniele Di Pompeo,Male,0,University of Lâ€™Aquila,,Italy,,,,,,,,,0,0,0,0,0,0
,,Vittorio Cortellessa,Male,0,University of Lâ€™Aquila,,Italy,,,,,,,,,0,0,0,0,0,0
,,Antinisca Di Marco,Female,1,University of Lâ€™Aquila,,Italy,,,,,,,,,0,0,0,0,0,0
,,Davide Taibi,Male,0,"University of Oulu, Tampere University",,"Finland, Finland",,,,,,,,,0,0,0,0,0,0
Assessing gender bias in the software used in computer science and software engineering education,"CS, SE, Gender Bias, Education, Usability",Lyndsey Oâ€™Brien,Female,1,"HumaniSE Lab, Faculty of Information Technology, Monash University",1,Australia,1,3,2,1,0,1,1,0,1,0,1,0,0,0
,,Tanjila Kanij,Female,1,"HumaniSE Lab, Faculty of Information Technology, Monash University",,Australia,,,,,,,,,0,0,0,0,0,0
,,John Grundy,Male,0,"HumaniSE Lab, Faculty of Information Technology, Monash University",,Australia,,,,,,,,,0,0,0,0,0,0
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,"Question classification, Stack Overflow, Contextual features, TF-IDF, Doc2Vec",Maliha Noushin Raida,Female,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",1,Bangladesh,1,6,4,1,0,1,1,0,1,0,1,0,0,0
,,Zannatun Naim Sristy,Female,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,0,0,0,0,0,0
,,Nawshin Ulfat,Female,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,0,0,0,0,0,0
,,Sheikh Moonwara Anjum Monisha,Female,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,0,0,0,0,0,0
,,Md. Jubair Ibna Mostafa,Male,0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,0,0,0,0,0,0
,,Md. Nazmul Haque,Male,0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,0,0,0,0,0,0
A survey on machine learning techniques applied to source code,"Machine learning, source code analysis, software engineering, vulnerability detection, testing",Tushar Sharma,Male,0,Dalhousie University,6,Canada,4,7,3,0,1,0,0,1,0,0,0,0,0,1
,,Maria Kechagia,Female,1,University College London,,United Kingdom,,,,,,,,,0,0,0,0,0,0
,,Stefanos Georgiou,Male,0,Queens University,,Canada,,,,,,,,,0,0,0,0,0,0
,,Rohit Tiwari,Male,0,DevOn,,India,,,,,,,,,0,0,0,0,0,0
,,Indira Vats,Female,1,J.S.S. Academy of Technical Education,,India,,,,,,,,,0,0,0,0,0,0
,,Hadi Moazen,Male,0,Sharif University of Technology,,Iran,,,,,,,,,0,0,0,0,0,0
,,Federica Sarro,Female,1,University College London,,United Kingdom,,,,,,,,,0,0,0,0,0,0
Automated program repair for variability bugs in software product line systems,"SPL, Bug fixing, Fault localization, Heuristic rules, Source code repair",Thu-Trang Nguyen,Female,1,"Faculty of Information Technology, VNU University of Engineering and Technology",3,Viet Nam,3,5,1,1,0,0,0,1,0,0,0,0,1,0
,,Xiao-Yi Zhang,Male,0,University of Science and Technology Beijing,,China,,,,,,,,,0,0,0,0,0,0
,,Paolo Arcaini,Male,0,National Institute of Informatics,,Japan,,,,,,,,,0,0,0,0,0,0
,,Fuyuki Ishikawa,Male,0,National Institute of Informatics,,Japan,,,,,,,,,0,0,0,0,0,0
,,Hieu Dinh Vo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,0,0,0,0,0,0
Automatic testing of runtime enforcers with Test4Enforcers,"Health, productivity, entertainment, business, software enforcers",Oliviero Riganelli,Male,0,"University of Milano - Bicocca, Milan, Italy",1,Italy,1,3,1,0,1,1,1,0,0,1,0,1,0,0
,,Daniela Micucci,Female,1,"University of Milano - Bicocca, Milan, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Leonardo Mariani,Male,0,"University of Milano - Bicocca, Milan, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
Automating the correctness assessment of AI-generated code for security contexts,"AI, Code Generation, Security, Symbolic Execution, Assembly Code",Domenico Cotroneo,Male,0,"University of Naples Federico II, Naples, Italy",1,Italy,1,5,1,0,1,1,1,0,0,1,0,1,0,0
,,Alessio Foggia,Male,0,"University of Naples Federico II, Naples, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Cristina Improta,Female,1,"University of Naples Federico II, Naples, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Pietro Liguori,Male,0,"University of Naples Federico II, Naples, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Roberto Natella,Male,0,"University of Naples Federico II, Naples, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
A vulnerability severity prediction method based on bimodal data and multi-task learning,"Software security, Vulnerability analysis, Bimodal data, Multi-task learning, Severity prediction",Xiaozhi Du,Male,0,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",1,China,1,4,1,0,1,1,1,0,0,1,0,1,0,0
,,Shiming Zhang,Male,0,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",,China,,,,,,,,,0,0,0,0,0,0
,,Yanrong Zhou,Female,1,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",,China,,,,,,,,,0,0,0,0,0,0
,,Hongyuan Du,Male,0,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",,China,,,,,,,,,0,0,0,0,0,0
Barriers to device longevity and reuse: A vintage device empirical study,"app installation, functionality, vintage devices, Apple, reuse",Craig Goodwin,Male,0,"Keele University, Staffordshire, UK",1,UK,1,2,1,0,1,1,1,0,0,1,0,1,0,0
,,Sandra Woolley,Female,1,"Keele University, Staffordshire, UK",,UK,,,,,,,,,0,0,0,0,0,0
Beyond code: Is there a difference between comments in visual and textual languages?,"Code comments, Taxonomy, Simulink, MATLAB, Model-driven engineering",Alexander Boll,Male,0,University of Bern,3,Switzerland,2,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Pooja Rani,Female,1,University of Zurich,,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Alexander SchultheiÃŸ,Male,0,Paderborn University,,Germany,,,,,,,,,0,0,0,0,0,0
,,Timo Kehrer,Male,0,University of Bern,,Switzerland,,,,,,,,,0,0,0,0,0,0
Bug priority change: An empirical study on Apache projects,"Bug priority, issue tracking systems, priority changes, empirical study, Apache open source",Zengyang Li,Male,0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",3,China,1,6,3,0,1,0,1,0,0,0,0,1,0,0
,,Guangzong Cai,Male,0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Qinyi Yu,Female,1,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Peng Liang,Male,0,"School of Computer Science, Wuhan University",,China,,,,,,,,,0,0,0,0,0,0
,,Ran Mo,Female,1,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Hui Liu,Female,1,"School of Artificial Intelligence and Automation, Huazhong University of Science and Technology",,China,,,,,,,,,0,0,0,0,0,0
Code-centric learning-based just-in-time vulnerability detection,"Vulnerability, commits, graph neural network, JIT-VD, code changes",Son Nguyen,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",1,Vietnam,1,6,1,0,1,1,1,0,0,1,0,1,0,0
,,Thu-Trang Nguyen,Female,1,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0,0,0,0
,,Thanh Trong Vu,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0,0,0,0
,,Thanh-Dat Do,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0,0,0,0
,,Kien-Tuan Ngo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0,0,0,0
,,Hieu Dinh Vo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0,0,0,0
ConflictBench: A benchmark to evaluate software merge tools,"collaborative software development, merge tools, conflict detection, open-source Java projects, software metrics",Bowen Shen,Male,0,Virginia Polytechnic Institute and State University,1,USA,1,2,1,0,1,1,1,0,0,1,0,1,0,0
,,Na Meng,Female,1,Virginia Polytechnic Institute and State University,,USA,,,,,,,,,0,0,0,0,0,0
Context-aware code generation with synchronous bidirectional decoder,"code generation, sequence-to-tree models, bidirectional decoder, scheduled sampling, beam search",Xiangyu Zhang,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",2,China,2,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Yu Zhou,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",,China,,,,,,,,,0,0,0,0,0,0
,,Guang Yang,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",,China,,,,,,,,,0,0,0,0,0,0
,,Tingting Han,Female,1,"School of Computing and Mathematical Sciences, Birkbeck, University of London",,UK,,,,,,,,,0,0,0,0,0,0
,,Taolue Chen,Male,0,"School of Computing and Mathematical Sciences, Birkbeck, University of London",,UK,,,,,,,,,0,0,0,0,0,0
Conversation in forums: How software forum posts discuss potential development insights,"Software forums, User feedback, Bug reports, Feature requests, Contextual information",Hechen Wang,Male,0,University of Auckland,1,New Zealand,1,5,1,0,1,1,1,0,0,1,0,1,0,0
,,Peter Devine,Male,0,University of Auckland,,New Zealand,,,,,,,,,0,0,0,0,0,0
,,James Tizard,Male,0,University of Auckland,,New Zealand,,,,,,,,,0,0,0,0,0,0
,,Seyed Reza Shahamiri,Male,0,University of Auckland,,New Zealand,,,,,,,,,0,0,0,0,0,0
,,Kelly Blincoe,Female,1,University of Auckland,,New Zealand,,,,,,,,,0,0,0,0,0,0
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers","Data, infrastructure, life cycle management, development & deployment, processing",Harald Foidl,Male,0,University of Innsbruck,3,Austria,2,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Valentina Golendukhina,Female,1,University of Innsbruck,,Austria,,,,,,,,,0,0,0,0,0,0
,,Rudolf Ramler,Male,0,Software Competence Center Hagenberg GmbH,,Austria,,,,,,,,,0,0,0,0,0,0
,,Michael Felderer,Male,0,"Institute for Software Technology (DLR), University of Cologne, University of Innsbruck",,"Austria,Germany",,,,,,,,,0,0,0,0,0,0
DeepCover: Advancing RNN test coverage and online error prediction using state machine extraction,"Neural Networks, Explainability, Machine Learning, Error Prediction, Test Coverage",Pouria Golshanrad,Male,0,"University of Tehran, Tehran, Iran",1,Iran,1,2,1,0,1,1,1,0,0,1,0,1,0,0
,,Fathiyeh Faghih,Female,1,"University of Tehran, Tehran, Iran",,Iran,,,,,,,,,0,0,0,0,0,0
Delivering computing module for the large part-time software development class from pre- to post-pandemic: An online learning experience,"online learning, higher education, software engineering, technology-enhanced learning, student experience",Olga Pishchukhina,Female,1,Queenâ€™s University Belfast,2,UK,2,3,2,1,0,0,0,1,0,0,0,0,1,0
,,Daria Gordieieva,Female,1,"Queenâ€™s University Belfast, Lutsk National Technical University",,"UK, Ukraine",,,,,,,,,0,0,0,0,0,0
,,Austen Rainer,Male,0,Queenâ€™s University Belfast,,UK,,,,,,,,,0,0,0,0,0,0
Detecting security vulnerabilities with vulnerability nets,"security, vulnerabilities, software development, static analysis, manual audits",Pingyan Wang,Male,0,Hiroshima University,1,Japan,1,4,1,0,1,1,1,0,0,1,0,1,0,0
,,Shaoying Liu,Male,0,Hiroshima University,,Japan,,,,,,,,,0,0,0,0,0,0
,,Ai Liu,Female,1,Hiroshima University,,Japan,,,,,,,,,0,0,0,0,0,0
,,Wen Jiang,Male,0,Hiroshima University,,Japan,,,,,,,,,0,0,0,0,0,0
Detecting semantic conflicts with unit tests,"software, programming, merge, conflict, tests",LÃ©uson Da Silva,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco, Polytechnique Montreal",4,"Brazil, Canada",4,8,1,0,1,0,0,1,0,0,0,0,0,1
,,Paulo Borba,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Toni Maciel,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Wardah Mahmood,Female,1,Chalmers â€” University of Gothenburg,,Sweden,,,,,,,,,0,0,0,0,0,0
,,Thorsten Berger,Male,0,"Chalmers â€” University of Gothenburg, Ruhr University Bochum",,"Sweden, Germany",,,,,,,,,0,0,0,0,0,0
,,JoÃ£o Moisakis,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Aldiberg Gomes,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0,0,0,0
,,VinÃ­cius Leite,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,Brazil,,,,,,,,,0,0,0,0,0,0
Do code reviews lead to fewer code smells?,"Software quality, Code smells, Maintainability, Code reviews, Process quality",Erdem Tuna,Male,0,"Bilkent University, Ankara, Turkey",2,Turkey,2,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Carolyn Seaman,Female,1,"University of Maryland, Baltimore County, United States",,United States,,,,,,,,,0,0,0,0,0,0
,,Eray TÃ¼zÃ¼n,Male,0,"Bilkent University, Ankara, Turkey",,Turkey,,,,,,,,,0,0,0,0,0,0
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,"SOA, Cloud Development, Service Reuse, API, Enterprise Systems",Nikolaos Nikolaidis,Male,0,"University of Macedonia, Thessaloniki, Greece",3,Greece,3,8,2,0,1,0,0,1,0,0,0,0,0,1
,,Elvira-Maria Arvanitou,Female,1,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Christina Volioti,Female,1,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Theodore Maikantis,Male,0,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Apostolos Ampatzoglou,Male,0,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Daniel Feitosa,Male,0,"University of Groningen, Groningen, the Netherlands",,Netherlands,,,,,,,,,0,0,0,0,0,0
,,Alexander Chatzigeorgiou,Male,0,"University of Macedonia, Thessaloniki, Greece",,Greece,,,,,,,,,0,0,0,0,0,0
,,Phillipe Krief,Male,0,"Eclipse Research Labs, Eclipse Foundation, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
Edge to Cloud Tools: A Multivocal Literature Review,"edge computing, cloud resources, orchestration, offloading, computational tasks",Sergio Moreschini,Male,0,"Tampere University, Tampere, Finland",5,Finland,4,6,1,0,1,0,0,1,0,0,0,0,0,1
,,Elham Younesian,Female,1,"Tampere University, Tampere, Finland; Brno University of Technology, Brno, Czech Republic",,"Finland, Czech Republic",,,,,,,,,0,0,0,0,0,0
,,David HÃ¤stbacka,Male,0,"Tampere University, Tampere, Finland",,Finland,,,,,,,,,0,0,0,0,0,0
,,Michele Albano,Male,0,"Aalborg University, Aalborg, Denmark",,Denmark,,,,,,,,,0,0,0,0,0,0
,,JiÅ™Ã­ HoÅ¡ek,Male,0,"Brno University of Technology, Brno, Czech Republic",,Czech Republic,,,,,,,,,0,0,0,0,0,0
,,Davide Taibi,Male,0,"Tampere University, Tampere, Finland; University of Oulu, Oulu, Finland",,Finland,,,,,,,,,0,0,0,0,0,0
Emerging technologies in higher education assessment and feedback practices: A systematic literature review,"Artificial Intelligence, Learning Analytics, Extended Reality, higher education, computing education",Ruchi Sembey,Female,1,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",1,Australia,1,3,2,1,0,1,1,0,1,0,1,0,0,0
,,Rashina Hoda,Female,1,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",,Australia,,,,,,,,,0,0,0,0,0,0
,,John Grundy,Male,0,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",,Australia,,,,,,,,,0,0,0,0,0,0
End-to-end log statement generation at block-level,"Software Development, Log Generation, Runtime Issues, Evaluation, Machine Learning",Ying Fu,Female,1,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",3,China,1,6,3,1,0,0,1,0,0,0,1,0,0,0
,,Meng Yan,Male,0,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Pinjia He,Male,0,"School of Data Science, The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen), China",,China,,,,,,,,,0,0,0,0,0,0
,,Chao Liu,Male,0,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Xiaohong Zhang,Female,1,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Dan Yang,Female,1,"Southwest Jiaotong University, Chengdu, China",,China,,,,,,,,,0,0,0,0,0,0
Enhancing understanding and addressing gender bias in IT/SE job advertisements,"Gender bias, IT/SE, Job advertisements, Inclusiveness, Hiring practices",Tanjila Kanij,Female,1,"HumaniSE Lab, Faculty of Information Technology, Monash University",2,Australia,1,3,2,1,0,0,1,0,0,0,1,0,0,0
,,John Grundy,Male,0,"HumaniSE Lab, Faculty of Information Technology, Monash University",,Australia,,,,,,,,,0,0,0,0,0,0
,,Jennifer McIntosh,Female,1,"HumaniSE Lab, Monash University, Melbourne School of Population and Global Health, Melbourne University",,Australia,,,,,,,,,0,0,0,0,0,0
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,"Configuration tuning, Bayesian optimization, Configuration space reduction, Big-data systems, Transfer learning",Rong Cao,Male,0,"School of Computer Science and Technology, Xidian University",1,China,1,4,1,0,1,1,1,0,0,1,0,1,0,0
,,Liang Bao,Male,0,"School of Computer Science and Technology, Xidian University",,China,,,,,,,,,0,0,0,0,0,0
,,Kaibi Zhao,Male,0,"School of Computer Science and Technology, Xidian University",,China,,,,,,,,,0,0,0,0,0,0
,,Panpan Zhangsun,Female,1,"School of Computer Science and Technology, Xidian University",,China,,,,,,,,,0,0,0,0,0,0
Examining the effect of software professionalsâ€™ personality & additional capabilities on agile teamsâ€™ climate,Agile Team Climate; Personality Traits; Capability Measures; Organizational Performance; Correlation Analysis,Sai Datta Vishnubhotla,Male,0,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",1,Sweden,1,2,1,0,1,0,0,1,0,0,0,0,0,1
,,Emilia Mendes,Female,1,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",,Sweden,,,,,,,,,0,0,0,0,0,0
Experimental evaluation of architectural software performance design patterns in microservices,Microservices; Design Patterns; System Performance; Resource Utilization; Cloud Infrastructure,Willem Meijer,Male,0,"LinkÃ¶ping University, Sweden",3,Sweden,3,3,2,0,1,0,0,1,0,0,0,0,0,1
,,Catia Trubiani,Female,1,"Gran Sasso Science Institute, Italy",,Italy,,,,,,,,,0,0,0,0,0,0
,,Aldeida Aleti,Female,1,"Monash University, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
Exploring the relation between personality traits and agile team climate: Aggregating results from a twice replicated study in a telecom company,Personality Traits; Agile Teams; Team Climate; Regression Analysis; Meta-Analysis,Sai Datta Vishnubhotla,Male,0,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",1,Sweden,1,2,1,0,1,0,0,1,0,0,0,0,0,1
,,Emilia Mendes,Female,1,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",,Sweden,,,,,,,,,0,0,0,0,0,0
Exploring the trade-off between computational power and energy efficiency,Quantum Computing; Energy Efficiency; Computational Complexity; Empirical Studies; Classical Computing,Elena Desdentado,Female,1,"Institute of Technology and Information Systems, University of Castilla-La Mancha",2,Spain,1,5,3,1,0,0,0,1,0,0,0,0,1,0
,,Coral Calero,Female,1,"Institute of Technology and Information Systems, University of Castilla-La Mancha; Green Quantum Algorithms & Software Research",,Spain,,,,,,,,,0,0,0,0,0,0
,,Ma Ãngeles Moraga,Female,1,"Institute of Technology and Information Systems, University of Castilla-La Mancha; Green Quantum Algorithms & Software Research",,Spain,,,,,,,,,0,0,0,0,0,0
,,Manuel Serrano,Male,0,"Institute of Technology and Information Systems, University of Castilla-La Mancha; Green Quantum Algorithms & Software Research",,Spain,,,,,,,,,0,0,0,0,0,0
,,FÃ©lix GarcÃ­a,Male,0,"Institute of Technology and Information Systems, University of Castilla-La Mancha; Green Quantum Algorithms & Software Research",,Spain,,,,,,,,,0,0,0,0,0,0
Feature causality,Software Defects; Feature Causality; Counterfactual Reasoning; Causal Impact Estimation; Feature Interactions,Clemens Dubslaff,Male,0,"Eindhoven University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI), Dresden University of Technology",3,"Netherlands, Germany",2,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Kallistos Weis,Male,0,"Saarland University, Saarland Informatics Campus",,Germany,,,,,,,,,0,0,0,0,0,0
,,Christel Baier,Female,1,"Dresden University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI)",,Germany,,,,,,,,,0,0,0,0,0,0
,,Sven Apel,Male,0,"Saarland University, Saarland Informatics Campus",,Germany,,,,,,,,,0,0,0,0,0,0
Feature-oriented test case selection and prioritization during the evolution of highly-configurable systems,Test Case Selection; Software Evolution; Highly Configurable Systems; Feature-based Testing; Test Case Prioritization,Willian D.F. MendonÃ§a,Male,0,"Federal University of ParanÃ¡ (UFPR), Brazil; Faculdade Biopark, Brazil",3,Brazil,2,3,1,0,1,0,0,1,0,0,0,0,0,1
