Paper Title,Study Domain Terms,Total Authors,Female Authors,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing
,,,,,,,,Michel C. Desmarais,Male,"Polytechnique Montreal, Montreal, Canada",Canada,0,0,0,0,0,0,1,0,0,1,0,0,0,0
,,,,,,,,Zhen Ming (Jack) Jiang,Male,"York University, Toronto, Canada",Canada,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reliability in software engineering qualitative research through Inter-Coder Agreement,"Empirical Software Engineering, Qualitative Research, Data Analysis, Inter-Coder Agreement, DevOps Culture",4,1,0,0,1,0,Ángel González-Prieto,Male,"Facultad de Ciencias Matemáticas, Universidad Complutense de Madrid, Spain, Instituto de Ciencias Matemáticas (CSIC-UAM-UCM-UC3M), C/ Nicolás Cabrera 13-15, Madrid, 28049, Spain",Spain,1,0,1,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,Jorge Perez,Male,"ETSI de Sistemas Informáticos, Universidad Politécnica de Madrid, Spain",Spain,1,0,1,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,Jessica Diaz,Female,"ETSI de Sistemas Informáticos, Universidad Politécnica de Madrid, Spain",Spain,0,1,0,0,0,1,0,0,1,0,0,0,1,1
,,,,,,,,Daniel López-Fernández,Male,"ETSI de Sistemas Informáticos, Universidad Politécnica de Madrid, Spain",Spain,0,1,0,0,0,1,0,1,0,0,0,0,1,1
Software runtime monitoring with adaptive sampling rate to collect representative samples of execution traces,"Software Monitoring, Runtime Analysis, Adaptive Sampling, Performance Evaluation, Data Collection",2,1,0,1,1,0,Jhonny Mertz,Male,"Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de Informática, Brazil",Brazil,1,0,0,0,1,1,0,0,1,0,0,1,1,0
,,,,,,,,Ingrid Nunes,Female,"Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de Informática, Brazil",Brazil,1,0,0,0,0,1,0,0,0,1,0,0,1,0
An empirical study of software architecture resilience evaluation methods,"Software Architecture, Resilience Evaluation, Empirical Study, Security, Method Comparison",5,1,0,0,1,0,Jiaxin Pan,Male,"School of Computer Science and Engineering, Southeast University, Nanjing, China",China,0,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Zixuan Liu,Male,"The College of Software Engineering, Southeast University, Nanjing, China",China,0,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Donglin Li,Male,"The College of Software Engineering, Southeast University, Nanjing, China",China,0,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Lulu Wang,Female,"The College of Software Engineering, Southeast University, Nanjing, China",China,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Bixin Li,Male,"The College of Software Engineering, Southeast University, Nanjing, China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A systematic literature review on the impact of formatting elements on code legibility,"Code Legibility, Formatting Elements, Literature Review, Software Engineering",5,1,0,0,0,1,Delano Oliveira,Male,"Federal University of Pernambuco, Recife, Brazil, Federal Institute of Pernambuco, Recife, Brazil",Brazil,1,0,0,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Reydne Santos,Male,"Federal Institute of Pernambuco, Recife, Brazil",Brazil,1,0,0,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Fernanda Madeiral,Female,"Vrije Universiteit Amsterdam, Amsterdam, Netherlands",Netherlands,1,0,0,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,Hidehiko Masuhara,Male,"Tokyo Institute of Technology, Tokyo, Japan",Japan,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Fernando Castor,Male,"Utrecht University, Utrecht, Netherlands, Federal University of Pernambuco, Recife, Brazil","Netherlands, Brazil",1,0,0,0,1,1,0,0,0,1,0,0,1,1
ProCon: An automated process-centric quality constraints checking framework,"Quality Assurance, Software Engineering, Safety-Critical Systems",7,1,0,0,0,1,Christoph Mayr-Dorn,Male,"Johannes Kepler University, Linz, Austria",Austria,1,1,0,0,1,0,0,0,1,0,1,0,1,0
,,,,,,,,Michael Vierhauser,Male,"Johannes Kepler University, Linz, Austria",Austria,1,1,0,0,1,0,0,0,0,0,1,0,1,0
,,,,,,,,Stefan Bichler,Male,"Johannes Kepler University, Linz, Austria",Austria,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,Felix Keplinger,Male,"Johannes Kepler University, Linz, Austria",Austria,0,1,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,Jane Cleland-Huang,Female,"University of Notre Dame, Notre Dame, USA",USA,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Alexander Egyed,Male,"Johannes Kepler University, Linz, Austria",Austria,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Thomas Mehofer,Male,"Frequentis AG, Vienna, Austria",Austria,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Smart contract vulnerability detection based on semantic graph and residual graph convolutional networks with edge attention,"Blockchain, Smart Contracts, Vulnerability Detection",5,0,0,0,1,0,Da Chen,Male,"Hefei University of Technology, Hefei, China",China,1,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Lin Feng,Male,"Hefei University of Technology, Hefei, China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,,,Yuqi Fan,Male,"Hefei University of Technology, Hefei, China, Anhui Provincial Key Laboratory of Network and Information Security, Anhui Normal University, Wuhu 241002, China",China,1,0,0,0,0,0,0,0,0,0,0,0,1,1
,,,,,,,,Siyuan Shang,Male,"Hefei University of Technology, Hefei, China",China,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,,,,,,,,Zhenchun Wei,Male,"Anhui Provincial Key Laboratory of Network and Information Security, Anhui Normal University, Wuhu, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Optimal dynamic partial order reduction with context-sensitive independence and observers,"Model Checking, Algorithms, Software Engineering",5,2,1,0,0,1,Elvira Albert,Female,"Universidad Complutense de Madrid, Spain",Spain,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Maria Garcia de la Banda,Female,"Faculty of IT, Monash University, Australia",Australia,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Miguel Gómez-Zamalloa,Male,"Universidad Complutense de Madrid, Spain",Spain,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Miguel Isabel,Male,"Universidad Complutense de Madrid, Spain",Spain,1,0,0,0,1,1,0,0,1,0,0,0,1,0
,,,,,,,,Peter Stuckey,Male,"Faculty of IT, Monash University, Australia",Australia,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Automatic extraction of security-rich dataflow diagrams for microservice applications written in Java,"Software Security, Microservices, Software Engineering",2,0,0,1,1,0,Simon Schneider,Male,"Institute of Software Security, Technical University Hamburg, Germany",Germany,1,1,0,0,1,1,0,0,1,0,1,0,1,1
,,,,,,,,Riccardo Scandariato,Male,"Institute of Software Security, Technical University Hamburg, Germany",Germany,1,0,0,1,0,1,1,0,0,1,0,0,0,1
On the granularity of linguistic reuse,"Programming Languages, Software Engineering",3,0,0,1,1,0,Francesco Bertolotti,Male,"Università degli Studi di Milano, Computer Science Department, Italy",Italy,1,0,0,0,1,1,0,0,1,0,0,0,1,1
,,,,,,,,Walter Cazzola,Male,"Università degli Studi di Milano, Computer Science Department, Italy",Italy,1,0,0,1,0,1,1,0,0,1,0,0,1,1
,,,,,,,,Luca Favalli,Male,"Università degli Studi di Milano, Computer Science Department, Italy",Italy,1,0,0,0,1,1,0,0,1,0,0,0,1,1
ARRAY: Adaptive triple feature-weighted transfer Naive Bayes for cross-project defect prediction,"Software Engineering, Machine Learning",4,0,0,0,1,0,Haonan Tong,Male,"School of Software Engineering, Beijing Jiaotong University, Beijing, China",China,1,1,0,0,1,1,0,0,1,0,0,1,1,0
,,,,,,,,Wei Lu,Male,"School of Software Engineering, Beijing Jiaotong University, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Weiwei Xing,Male,"School of Software Engineering, Beijing Jiaotong University, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Shihai Wang,Male,"School of Reliability and Systems Engineering, Beihang University, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1
A taxonomy of assets for the development of software-intensive products and services,"Software Engineering, Asset Management",6,1,0,0,0,1,Ehsan Zabardast,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,1,1,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Javier Gonzalez-Huerta,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,1,1,0,0,1,1,1,0,0,0,0,0,0,1
,,,,,,,,Tony Gorschek,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, fortiss GmbH, Guerickestraße 25, 80805 Munich, Germany","Sweden, Germany",1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Darja Šmite,Female,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,0,1,1,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Emil Alégroth,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Fabian Fagerholm,Male,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, Department of Computer Science, Aalto University, Espoo, Finland","Sweden, Finland",0,0,0,0,1,0,0,0,0,0,0,0,0,1
LCVD: Loop-oriented code vulnerability detection via graph neural network,"Software Security, Vulnerability Detection",3,0,0,0,1,0,Mingke Wang,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China",China,1,1,1,0,1,1,0,1,1,0,1,1,1,1
,,,,,,,,Chuanqi Tao,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China, Ministry Key Laboratory for Safety-Critical Software Development and Verification, Nanjing University of Aeronautics and Astronautics, Nanjing, China,
Collaborative Innovation Center of Novel Software Technology and Industrialization, Nanjing, China,
State Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",China,1,0,0,0,1,0,1,1,0,1,0,0,0,1
,,,,,,,,Hongjing Guo,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China",China,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Optimizing smart contract vulnerability detection via multi-modality code and entropy embedding,"Software Security, Vulnerability Detection",4,0,0,1,1,0,Dawei Yuan,Male,"School of Computer Science and Engineering, Macau University of Science and Technology, Macao, China",China,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Xiaohui Wang,Male,"School of Computer Science and Engineering, Macau University of Science and Technology, Macao, China",China,0,0,0,0,1,0,0,0,0,0,0,0,1,1
,,,,,,,,Yao Li,Male,"School of Computer Science and Engineering, Macau University of Science and Technology, Macao, China",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,Tao Zhang,Male,"School of Computer Science and Engineering, Macau University of Science and Technology, Macao, China",China,1,0,0,1,0,0,1,1,0,1,0,0,0,1
Checklists to support decision-making in regression testing,Software Testing,3,0,0,0,0,1,Nasir Mehmood Minhas,Male,"Department of Software Engineering, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Jürgen Börstler,Male,"Department of Software Engineering, Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Kai Petersen,Male,"Department of Software Engineering, Blekinge Institute of Technology, Karlskrona, Sweden, University of Applied Sciences Flensburg, Germany","Sweden, Germany",1,0,0,0,0,1,0,0,0,0,0,0,1,0
Do names echo semantics? A large-scale study of identifiers used in C++’s named casts,"Software Engineering, Programming Languages",4,0,0,0,1,0,Constantin Cezar Petrescu,Male,"University of Surrey, Guildford, Surrey, United Kingdom",UK,1,0,0,0,1,1,0,0,0,0,1,0,1,0
,,,,,,,,Sam Smith,Male,"University of Surrey, Guildford, Surrey, United Kingdom",UK,0,1,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,Rafail Giavrimis,Male,"University of Surrey, Guildford, Surrey, United Kingdom",UK,0,1,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,Santanu Kumar Dash,Male,"Royal Holloway, University of London, Egham, Surrey, United Kingdom",UK,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Simple stupid insecure practices and GitHub’s code search: A looming threat?,"Software Security, Open Source",5,3,0,0,0,1,Ken Russel Go,Male,"RMIT University, School of Computing Technologies, Australia",Australia,0,1,1,0,1,0,0,0,1,0,0,0,0,0
,,,,,,,,Sruthi Soundarapandian,Female,"RMIT University, School of Computing Technologies, Australia",Australia,0,1,1,0,1,0,0,0,1,0,0,0,0,0
,,,,,,,,Aparupa Mitra,Female,"RMIT University, School of Computing Technologies, Australia",Australia,0,1,1,0,1,0,0,0,1,0,0,0,0,0
,,,,,,,,Melina Vidoni,Female,"Australian National University, CECS School of Computing, Australia",Australia,1,0,0,0,0,1,0,0,0,1,0,0,0,1
,,,,,,,,Nicolás E. Díaz Ferreyra,Male,"Hamburg University of Technology, Institute of Software Security, Germany",Germany,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Empirical research in software architecture — Perceptions of the community,"Software Engineering, Architecture",2,0,0,0,0,1,Matthias Galster,Male,"University of Canterbury, Christchurch, New Zealand",New Zealand,1,0,1,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Danny Weyns,Male,"Katholieke Universiteit Leuven, Belgium, Linnaeus University, Sweden","Belgium, Sweden",1,0,1,0,0,1,0,0,0,0,0,0,1,0
CM-CASL: Comparison-based performance modeling of software systems via collaborative active and semisupervised learning,"Software Engineering, Data Science",6,1,0,0,0,1,Rong Cao,Male,"School of Computer Science and Technology, Xidian University, China",China,1,0,1,0,1,1,0,0,1,0,1,1,1,1
,,,,,,,,Liang Bao,Male,"School of Computer Science and Technology, Xidian University, China",China,0,0,0,1,0,1,1,1,0,0,0,0,0,1
,,,,,,,,Chase Wu,Male,"Department of Data Science, New Jersey Institute of Technology, USA",USA,0,0,0,0,0,1,0,0,1,0,0,0,0,1
,,,,,,,,Panpan Zhangsun,Female,"School of Computer Science and Technology, Xidian University, China",China,0,0,1,0,1,0,0,0,1,0,1,1,0,0
,,,,,,,,Yufei Li,Male,"School of Computer Science and Technology, Xidian University, China",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,Zhe Zhang,Male,"School of Computer Science and Technology, Xidian University, China",China,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Dynamic analysis of quantum annealing programs,"Quantum Computing, Software Engineering",3,0,0,0,1,0,Ricardo Pérez-Castillo,Male,"Faculty of Social Sciences & IT, University of Castilla-La Mancha, Spain, Information Technology & Systems Institute (ITSI), University of Castilla-La Mancha, Paseo de la Universidad 4 13071, Ciudad Real, Spain",Spain,1,0,0,0,1,1,0,0,1,0,1,1,1,1
,,,,,,,,Luis Jiménez-Navajas,Male,"Information Technology & Systems Institute (ITSI), University of Castilla-La Mancha, Spain",Spain,0,1,0,0,0,0,0,0,0,0,1,1,0,1
,,,,,,,,Mario Piattini,Male,"Information Technology & Systems Institute (ITSI), University of Castilla-La Mancha, Spain",Spain,1,0,0,1,1,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Intentions to continue using agile methods: The case of the Greek banking sector,"Software Engineering, Agile Methods",1,1,1,1,1,0,Xenia J. Mamakou,Female,"School of Business Administration, Athens University of Economics and Business, Greece",Greece,1,1,1,0,1,1,0,1,0,0,0,1,1,1
An evidence-based roadmap for IoT software systems engineering,"IoT, Software Engineering",3,2,1,0,0,1,Rebeca C. Motta,Female,"PESC/COPPE, Universidade Federal do Rio de Janeiro, Brazil",Brazil,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Káthia M. de Oliveira,Female,"University Polytechnique Hauts-de-France, LAMIH, CNRS, UMR 8201, France",France,1,0,0,0,0,1,0,0,0,1,0,0,1,0
,,,,,,,,Guilherme H. Travassos,Male,"PESC/COPPE, Universidade Federal do Rio de Janeiro, Brazil",Brazil,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"Empirical investigation in embedded systems: Quality attributes in general, maintainability in particular","Embedded Systems, Software Quality",3,3,1,1,1,0,Simona Motogna,Female,"Babeş-Bolyai University, Department of Computer Science, Romania",Romania,1,0,0,0,1,0,0,0,0,0,0,0,1,1
,,,,,,,,Andreea Vescan,Female,"Babeş-Bolyai University, Department of Computer Science, Romania",Romania,1,0,0,1,1,1,0,1,0,0,0,0,1,1
,,,,,,,,Camelia Şerban,Female,"Babeş-Bolyai University, Department of Computer Science, Romania",Romania,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Deep learning framework testing via hierarchical and heuristic model generation,"Deep Learning, Software Testing",5,0,0,0,1,0,Yinglong Zou,Male,"State Key Laboratory for Novel Software Technology, Nanjing University, China",China,1,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Haofeng Sun,Male,"State Key Laboratory for Novel Software Technology, Nanjing University, China",China,0,0,0,0,0,0,0,0,1,0,0,0,1,0
,,,,,,,,Chunrong Fang,Male,"Shanghai Key Laboratory of Computer Software Evaluating and Testing, China",China,1,0,0,1,0,1,1,1,0,0,0,0,0,1
,,,,,,,,Jiawei Liu,Male,"State Key Laboratory for Novel Software Technology, Nanjing University, China",China,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,Zhenping Zhang,Male,"State Key Laboratory for Novel Software Technology, Nanjing University, China",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The anatomy of a vulnerability database: A systematic mapping study,"Software vulnerabilities, Vulnerability databases, Empirical studies, Detection techniques, Security policies",5,0,0,0,0,1,Xiaozhou Li,Male,"Tampere University, Tampere, Finland, University of Oulu, Oulu, Finland",Finland,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Sergio Moreschini,Male,"Tampere University, Tampere, Finland",Finland,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Zheying Zhang,Male,"Tampere University, Tampere, Finland",Finland,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Fabio Palomba,Male,"SeSa Lab - University of Salerno, Fisciano, Italy",Italy,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Davide Taibi,Male,"Tampere University, Tampere, Finland, University of Oulu, Oulu, Finland",Finland,1,0,0,0,0,0,0,0,0,1,0,0,0,1
What makes test programs similar in microservices applications?,Software Testing,4,0,0,0,1,0,Emanuele De Angelis,Male,"IASI-CNR, Rome, Italy",Italy,0,0,0,0,1,1,0,0,1,0,0,0,1,0
,,,,,,,,Guglielmo De Angelis,Male,"IASI-CNR, Rome, Italy",Italy,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Alessandro Pellegrini,Male,"University of Rome Tor Vergata, Rome, Italy, a
IASI-CNR, Rome, Italy",Italy,0,0,0,0,1,1,0,0,1,0,0,0,1,0
,,,,,,,,Maurizio Proietti,Male,"IASI-CNR, Rome, Italy",Italy,1,0,0,0,1,1,0,0,0,0,0,0,1,0
A systematic literature review on Android-specific smells,Software Engineering,3,0,0,1,1,0,Zhiqiang Wu,Male,"Department of Computer Science & Engineering, Hanyang University",South Korea,1,1,1,0,1,1,0,1,0,0,1,0,1,0
,,,,,,,,Xin Chen,Male,"Department of Computer Science & Engineering, Hanyang University",South Korea,0,1,1,0,1,0,0,1,0,0,1,1,0,1
,,,,,,,,Scott Uk-Jin Lee,Male,"Department of Computer Science & Engineering, Hanyang University",South Korea,0,0,1,1,1,0,1,0,0,1,1,0,0,1
A symbolic algorithm for the case-split rule in solving word constraints with extensions,Computer Science,4,2,1,0,0,1,Yu-Fang Chen,Female,"Institute of Information Science, Academia Sinica",Taiwan,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Vojtěch Havlena,Male,"Faculty of Information Technology, Brno University of Technology",Czech Republic,1,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Ondřej Lengál,Male,"Faculty of Information Technology, Brno University of Technology",Czech Republic,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Andrea Turrini,Female,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Institute of Intelligent Software, 221, Nansha Street West, 511458, Guangzhou, China",China,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Multi-objective empirical computational complexity of single-tenant service instances deployed at the Edge,Computer Science,2,0,0,0,0,1,Dionysis Athanasopoulos,Male,"School of Electronics, Electrical Engineering, and Computer Science, Queen’s University Belfast",UK,1,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Mitchell McEwen,Male,DXC Technology NZ Limited,New Zealand,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Automatic modelling and verification of Autosar architectures,"Software Engineering, Computer Science",7,1,1,0,0,1,Miaomiao Zhang,Female,"School of Software Engineering, Tongji University",China,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,,,,,Yu Teng,Male,"School of Software Engineering, Tongji University",China,1,0,1,0,0,1,0,0,0,0,1,0,1,1
,,,,,,,,Hui Kong,Male,Huawei Corporation,China,1,0,1,0,0,1,0,0,0,0,0,0,0,1
,,,,,,,,John Baugh,Male,"Department of Civil, Construction, and Environmental Engineering, North Carolina State University",USA,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Yu Su,Male,"School of Software Engineering, Tongji University",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,,,,,,,,Junri Mi,Male,Alibaba Corporation,China,0,0,0,0,0,1,0,0,1,0,0,0,0,0
,,,,,,,,Bowen Du,Male,"School of Software Engineering, Tongji University",China,1,0,1,0,0,1,0,0,0,0,0,0,0,1
An empirical evaluation of quasi-static executable slices,Software Engineering,3,0,0,0,0,1,Quentin Stiévenart,Male,Université du Québec à Montréal,Canada,0,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,David Binkley,Male,Loyola University Maryland,USA,1,0,0,0,1,0,0,0,1,0,0,0,1,0
,,,,,,,,Coen De Roover,Male,Vrije Universiteit Brussel,Belgium,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Graph collaborative filtering-based bug triaging,"Software Engineering, AI",6,1,0,1,1,0,Jie Dai,Male,"Xidian University, School of Computer Science",China,0,0,0,0,0,1,1,0,0,0,0,0,1,1
,,,,,,,,Qingshan Li,Male,"Xidian University, School of Computer Science",China,1,0,0,1,0,0,0,0,0,1,0,0,0,0
,,,,,,,,Hui Xue,Female,"Xidian University, School of Computer Science",China,0,1,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,Zhao Luo,Male,"Xidian University, School of Computer Science",China,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,Yinglin Wang,Male,"Xidian University, School of Computer Science",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,Siyuan Zhan,Male,"Xidian University, School of Computer Science",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
An annotation-based approach for finding bugs in neural network programs,"Software Engineering, AI",2,0,0,1,1,0,Mohammad Rezaalipour,Male,"Software Institute, USI Università della Svizzera italiana",Switzerland,1,1,0,0,1,1,0,0,1,0,1,1,1,0
,,,,,,,,Carlo A. Furia,Male,"Software Institute, USI Università della Svizzera italiana",Switzerland,1,0,0,0,0,1,0,0,0,1,0,0,0,1
Diverse title generation for Stack Overflow posts with multiple-sampling-enhanced transformer,"Software Engineering, AI",6,0,0,0,0,1,Fengji Zhang,Male,"School of Computer Science, Wuhan University, Wuhan, China",China,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,,,,,,,,Jin Liu,Male,"School of Computer Science, Wuhan University, Wuhan, China",China,0,0,0,1,0,0,0,0,0,1,0,0,0,0
,,,,,,,,Yao Wan,Male,"School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China",China,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Xiao Yu,Male,"Sanya Science and Education Innovation Park of Wuhan University of Technology, Sanya, China",China,0,0,0,0,0,1,0,0,0,1,1,0,0,0
,,,,,,,,Xiao Liu,Male,"School of Information Technology, Deakin University, Geelong, Australia",Australia,0,0,0,0,0,1,0,0,0,0,0,0,0,1
,,,,,,,,Jacky Keung,Male,"Department of Computer Science, City University of Hong Kong, Hong Kong, China",China,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTIL: Multi-cue Shape-aware Transferable Imbalance Learning for effective graphic API recommendation,"Software Engineering, AI",4,2,1,0,0,1,Rong Qin,Female,"School of Big Data & Software Engineering, Chongqing University, Chongqing, China",China,0,0,1,0,1,0,0,0,1,0,0,1,1,0
,,,,,,,,Zeyu Wang,Male,"School of Big Data & Software Engineering, Chongqing University, Chongqing, China",China,0,1,0,0,0,0,0,0,0,0,1,0,1,0
,,,,,,,,Sheng Huang,Male,"School of Big Data & Software Engineering, Chongqing University, Chongqing, China",China,1,0,0,1,0,1,1,0,0,1,0,0,0,0
,,,,,,,,Luwen Huangfu,Female,"Fowler College of Business, San Diego State University, San Diego, CA, USA",USA,1,0,0,0,0,1,0,0,0,1,0,0,0,1
On measuring coupling between microservices,Software Engineering,5,1,0,0,0,1,Chenxing Zhong,Male,"Software Institute, Nanjing University, Nanjing, China",China,1,0,0,0,1,1,1,0,1,0,0,0,1,0
,,,,,,,,He Zhang,Male,"Software Institute, Nanjing University, Nanjing, China",China,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Chao Li,Male,"Software Institute, Nanjing University, Nanjing, China",China,0,1,0,0,1,0,0,0,1,0,0,0,0,1
,,,,,,,,Huang Huang,Female,"State Grid Nanjing Power Supply Company, Nanjing, China",China,0,0,0,0,0,1,0,0,0,0,0,1,0,1
,,,,,,,,Daniel Feitosa,Male,"Faculty of Science and Engineering, University of Groningen, Groningen, The Netherlands",Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Secondary studies on human aspects in software engineering: A tertiary study,Software Engineering,3,0,0,1,1,0,Elijah Zolduoarrati,Male,"Department of Information Science, University of Otago, Dunedin, New Zealand",New Zealand,1,1,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Sherlock A. Licorish,Male,"Department of Information Science, University of Otago, Dunedin, New Zealand",New Zealand,1,1,0,0,0,0,0,0,0,1,1,0,0,1
,,,,,,,,Nigel Stanger,Male,"Department of Information Science, University of Otago, Dunedin, New Zealand",New Zealand,0,1,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Analyzing the impact of API changes on Android apps,"Software Engineering, Android",3,1,0,0,0,1,Tarek Mahmud,Male,"Texas State University, San Marcos, TX, USA",USA,1,1,1,0,1,1,0,1,1,0,0,1,1,1
,,,,,,,,Meiru Che,Female,"Data61, CSIRO, Brisbane, Australia",Australia,1,0,0,0,0,1,0,0,0,0,0,1,0,1
,,,,,,,,Guowei Yang,Male,"The University of Queensland, Brisbane, Australia",Australia,1,0,0,1,0,1,1,1,0,1,1,1,0,1
