Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Unique Institute Count,Country,Unique Country Count,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision
,,Javier Gonzalez-Huerta,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0
,,Tony Gorschek,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, fortiss GmbH, GuerickestraÃŸe 25, 80805 Munich, Germany",,"Sweden, Germany",,,,,,,,,1,0,1
,,Darja Å mite,Female,1,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0
,,Emil AlÃ©groth,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0
,,Fabian Fagerholm,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, Department of Computer Science, Aalto University, Espoo, Finland",,"Sweden, Finland",,,,,,,,,0,0,0
Graph collaborative filtering-based bug triaging,"Software Engineering, AI",Jie Dai,Male,0,"Xidian University, School of Computer Science",1,China,1,6,1,0,1,1,1,0,0,0,0
,,Qingshan Li,Male,0,"Xidian University, School of Computer Science",,China,,,,,,,,,1,0,1
,,Hui Xue,Female,1,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0
,,Zhao Luo,Male,0,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0
,,Yinglin Wang,Male,0,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0
,,Siyuan Zhan,Male,0,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0
On measuring coupling between microservices,Software Engineering,Chenxing Zhong,Male,0,"Software Institute, Nanjing University, Nanjing, China",3,China,2,5,1,0,1,0,0,1,0,0,0
,,He Zhang,Male,0,"Software Institute, Nanjing University, Nanjing, China",,China,,,,,,,,,1,0,1
,,Chao Li,Male,0,"Software Institute, Nanjing University, Nanjing, China",,China,,,,,,,,,0,0,0
,,Huang Huang,Female,1,"State Grid Nanjing Power Supply Company, Nanjing, China",,China,,,,,,,,,0,0,0
,,Daniel Feitosa,Male,0,"Faculty of Science and Engineering, University of Groningen, Groningen, The Netherlands",,Netherlands,,,,,,,,,0,0,0
Analyzing the impact of API changes on Android apps,"Software Engineering, Android",Tarek Mahmud,Male,0,"Texas State University, San Marcos, TX, USA",3,USA,2,3,1,0,1,0,0,1,0,0,0
,,Meiru Che,Female,1,"Data61, CSIRO, Brisbane, Australia",,Australia,,,,,,,,,0,0,0
,,Guowei Yang,Male,0,"The University of Queensland, Brisbane, Australia",,Australia,,,,,,,,,1,0,1
Web API evolution patterns: A usage-driven approach,"Software Engineering, Computer Science",Rediana KoÃ§i,Female,1,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",1,Spain,1,4,1,1,0,1,1,0,0,0,0
,,Xavier Franch,Male,0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,,,,,,,1,0,1
,,Petar Jovanovic,Male,0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,,,,,,,1,0,1
,,Alberto AbellÃ³,Male,0,"Universitat PolitÃ¨cnica de Catalunya, BarcelonaTech, Barcelona, Spain",,Spain,,,,,,,,,1,0,1
The pipeline for the continuous development of artificial intelligence modelsâ€”Current state of research and practice,"Artificial Intelligence, Machine Learning, DevOps, Continuous Integration, MLOps",Monika Steidl,Female,1,University of Innsbruck,3,Austria,2,3,1,1,0,0,0,1,0,0,0
,,Rudolf Ramler,Male,0,Software Competence Center Hagenberg GmbH,,Austria,,,,,,,,,0,0,0
,,Michael Felderer,Male,0,"University of Innsbruck, Blekinge Institute of Technology",,"Austria, Sweden",,,,,,,,,1,0,1
The uphill journey of FaaS in the open-source community,"Cloud Computing, Software Engineering",Nafise Eskandani,Female,1,Technische UniversitÃ¤t Darmstadt,2,Germany,2,2,1,1,0,0,0,1,0,0,0
,,Guido Salvaneschi,Male,0,University of St.Gallen,,Switzerland,,,,,,,,,1,0,1
Towards automated Android app internationalisation: An exploratory study,"Software Engineering, Mobile Applications",Pei Liu,Female,1,"Monash University, Victoria, Australia",5,Australia,2,8,2,1,0,0,0,1,0,0,0
,,Qingxin Xia,Male,0,"North China Institute of Science and Technology, Hebei, China",,China,,,,,,,,,1,0,1
,,Kui Liu,Male,0,"Huawei Software Engineering Application Technology Lab, Hangzhou, China",,China,,,,,,,,,0,0,0
,,Juncai Guo,Male,0,"Wuhan University, Wuhan, China",,China,,,,,,,,,0,0,0
,,Xin Wang,Male,0,"Wuhan University, Wuhan, China",,China,,,,,,,,,0,0,0
,,Jin Liu,Male,0,"Wuhan University, Wuhan, China",,China,,,,,,,,,0,0,0
,,John Grundy,Male,0,"Monash University, Victoria, Australia",,Australia,,,,,,,,,0,0,0
,,Li Li,Female,1,"Beihang University, Beijing, China",,China,,,,,,,,,0,0,0
Automated data validation: An industrial experience report,"Software Engineering, Data Science",Lei Zhang,Male,0,"Department of Computer Science, Ryerson University, Toronto, Canada",2,Canada,1,6,2,0,1,0,1,0,0,0,0
,,Sean Howard,Male,0,"Environics Analytics, Toronto, Canada",,Canada,,,,,,,,,0,0,0
,,Tom Montpool,Male,0,"Environics Analytics, Toronto, Canada",,Canada,,,,,,,,,0,0,0
,,Jessica Moore,Female,1,"Environics Analytics, Toronto, Canada",,Canada,,,,,,,,,0,0,0
,,Krittika Mahajan,Female,1,"Environics Analytics, Toronto, Canada",,Canada,,,,,,,,,0,0,0
,,Andriy Miranskyy,Male,0,"Department of Computer Science, Ryerson University, Toronto, Canada",,Canada,,,,,,,,,1,0,1
The role of knowledge-based resources in Agile Software Development contexts,"Software Engineering, Agile Development",Raquel Ouriques,Female,1,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",2,Sweden,1,4,1,1,0,0,1,0,0,0,0
,,Krzysztof Wnuk,Male,0,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",,Sweden,,,,,,,,,1,0,1
,,Tony Gorschek,Male,0,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",,Sweden,,,,,,,,,1,0,1
,,Richard Berntsson Svensson,Male,0,"Department of Computer Science and Engineering at Chalmers â€” University of Gothenburg, Sweden",,Sweden,,,,,,,,,0,0,0
An empirical study of security practices for microservices systems,"Software Engineering, Cybersecurity",Ali Rezaei Nasab,Male,0,"School of Computer Science, Wuhan University, Wuhan, China",4,China,4,6,1,0,1,0,0,1,0,0,0
,,Mojtaba Shahin,Male,0,"School of Computing Technologies, RMIT University, Melbourne, Australia",,Australia,,,,,,,,,1,0,1
,,Seyed Ali Hoseyni Raviz,Male,0,"School of Computer Science, Wuhan University, Wuhan, China",,China,,,,,,,,,0,0,0
,,Peng Liang,Male,0,"Department of Computer Science, Bioengineering, Robotics and System Engineering, University of Genoa, Italy",,Italy,,,,,,,,,0,0,0
,,Amir Mashmool,Male,0,"Department of Computer Science, Bioengineering, Robotics and System Engineering, University of Genoa, Italy",,Italy,,,,,,,,,0,0,0
,,Valentina Lenarduzzi,Female,1,"Faculty of Information Technology and Electrical Engineering, University of Oulu, Finland",,Finland,,,,,,,,,0,0,0
Efficient transformer with code token learner for code clone detection,Software Engineering,Aiping Zhang,Female,1,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",2,China,1,5,1,1,0,0,1,0,0,0,0
,,Liming Fang,Male,0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China, Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute, Shenzhen, Guangdong, PR China",,China,,,,,,,,,1,0,1
,,Chunpeng Ge,Male,0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",,China,,,,,,,,,0,0,0
,,Piji Li,Male,0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",,China,,,,,,,,,0,0,0
,,Zhe Liu,Male,0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",,China,,,,,,,,,1,0,1
Privacy explanations â€“ A means to end-user trust,"Privacy, Software Engineering",Wasja Brunotte,Male,0,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",2,Germany,1,4,1,0,1,0,1,0,0,0,0
,,Alexander Specht,Male,0,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",,Germany,,,,,,,,,0,0,0
,,Larissa Chazette,Female,1,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",,Germany,,,,,,,,,0,0,0
,,Kurt Schneider,Male,0,"Leibniz University Hannover, Cluster of Excellence PhoenixD, Hannover, Germany",,Germany,,,,,,,,,1,0,1
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,"Software Engineering, NLP",Jannik Fischbach,Male,0,"Netlight Consulting GmbH, Munich, Germany, fortiss GmbH, GuerickestraÃŸe 25, Munich, 80805, Germany",8,Germany,3,11,2,0,1,0,0,1,0,0,0
,,Julian Frattini,Male,0,"Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0
,,Andreas Vogelsang,Male,0,"University of Cologne, Cologne, Germany",,Germany,,,,,,,,,1,0,1
,,Daniel Mendez,Male,0,"fortiss GmbH, Munich, Germany, Blekinge Institute of Technology, ValhallavÃ¤gen 1, 371 41, Karlskrona, Sweden",,"Germany, Swedan",,,,,,,,,1,0,1
,,Michael Unterkalmsteiner,Male,0,"Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,1,0,1
,,Andreas Wehrle,Male,0,"Allianz Deutschland AG, UnterfÃ¶hring, Germany",,Germany,,,,,,,,,0,0,0
,,Pablo Restrepo Henao,Male,0,"Netlight Consulting GmbH, Munich, Germany",,Germany,,,,,,,,,0,0,0
,,Parisa Yousefi,Female,1,"Ericsson, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0
,,Tedi Juricic,Male,0,"Ericsson, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0
,,Jeannette Radduenz,Female,1,"Allianz Deutschland AG, UnterfÃ¶hring, Germany",,Germany,,,,,,,,,0,0,0
,,Carsten Wiecher,Male,0,"Leopold Kostal GmbH & Co. KG, LÃ¼denscheid, Germany",,Germany,,,,,,,,,0,0,0
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,"Software Architecture, Microservices",Xin Zhou,Male,0,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",8,China,4,13,5,0,1,0,0,1,0,0,0
,,Shanshan Li,Female,1,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",,China,,,,,,,,,0,0,0
,,Lingli Cao,Female,1,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",,China,,,,,,,,,0,0,0
,,He Zhang,Male,0,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",,China,,,,,,,,,0,0,0
,,Zijia Jia,Male,0,"ByteDance, Inc., Hangzhou, China",,China,,,,,,,,,0,0,0
,,Chenxing Zhong,Male,0,"ByteDance, Inc., Hangzhou, China",,China,,,,,,,,,0,0,0
,,Zhihao Shan,Male,0,"Tencent Technology Co. Ltd, Shenzhen, China",,China,,,,,,,,,0,0,0
,,Muhammad Ali Babar,Male,0,"School of Computer Science, University of Adelaide, Australia",,Australia,,,,,,,,,0,0,0
,,Arianna Blasi,Female,1,"UniversitÃ della Svizzera italiana, Lugano, Switzerland",,Switzerland,,,,,,,,,0,0,0
,,Nataliia Stulova,Female,1,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,,,,,,,0,0,0
,,Sebastiano Panichella,Male,0,"Zurich University of Applied Science, Zurich, Switzerland",,Switzerland,,,,,,,,,0,0,0
,,Alessandra Gorla,Female,1,"IMDEA Software Institute, Madrid, Spain",,Spain,,,,,,,,,0,0,0
,,Oscar Nierstrasz,Male,0,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,,,,,,,1,0,1
Explaining software fault predictions to spreadsheet users,"software fault prediction, machine learning, spreadsheets, explanations, debugging tools",Adil Mukhtar,Male,0,Graz University of Technology,2,Austria,1,4,1,0,1,0,1,0,0,0,0
,,Birgit Hofer,Female,1,Graz University of Technology,,Austria,,,,,,,,,0,0,0
,,Dietmar Jannach,Male,0,University of Klagenfurt,,Austria,,,,,,,,,1,0,1
,,Franz Wotawa,Male,0,Graz University of Technology,,Austria,,,,,,,,,1,0,1
A systematic review on security and safety of self-adaptive systems,"Cyberâ€“physical systems, self-adaptive systems, security, safety, modeling",Irdin Pekaric,Male,0,"University of Innsbruck, University of Liechtenstein",4,"Austria, Liechtenstein",4,7,1,0,1,0,0,1,0,0,0
,,Raffaela Groner,Female,1,Ulm University,,Germany,,,,,,,,,0,0,0
,,Thomas Witte,Male,0,Ulm University,,Germany,,,,,,,,,0,0,0
,,Jubril Gbolahan Adigun,Male,0,University of Innsbruck,,Austria,,,,,,,,,0,0,0
,,Alexander Raschke,Male,0,Ulm University,,Germany,,,,,,,,,0,0,0
,,Michael Felderer,Male,0,"University of Innsbruck, German Aerospace Center, University of Cologne",,"Austria, Germany",,,,,,,,,1,0,1
,,Matthias Tichy,Male,0,Ulm University,,Germany,,,,,,,,,1,0,1
A-B Testing: A Systematic Literature Review,A/B Testing; Online Controlled Experiments; Experimentation Frameworks; Data-Driven Decision Making; Hypothesis Testing,Federico Quin,Male,0,KU Leuven,3,Belgium,3,4,1,0,1,0,0,1,0,0,0
,,Danny Weyns,Male,0,Linnaeus University,,Sweden,,,,,,,,,1,0,1
,,Matthias Galster,Male,0,University of Canterbury,,New Zealand,,,,,,,,,1,0,1
,,Camila Costa Silva,Female,1,University of Canterbury,,New Zealand,,,,,,,,,0,0,0
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,Safetyâ€“critical systems; Assurance cases; Formal methods; Robotics; Autonomous Systems,Ran Wei,Male,0,"University of Cambridge
University of Lancester",4,UK,2,10,1,0,1,0,0,1,0,0,0
,,Simon Foster,Male,0,University of York,,UK,,,,,,,,,1,0,1
,,Haitao Mei,Male,0,University of York,,UK,,,,,,,,,1,0,1
,,Fang Yan,Female,1,University of York,,UK,,,,,,,,,0,0,0
,,Ruizhe Yang,Male,0,Dalian University of Technology,,China,,,,,,,,,0,0,0
,,Ibrahim Habli,Male,0,University of York,,UK,,,,,,,,,1,0,1
,,Colin Oâ€™Halloran,Male,0,D-RisQ Ltd.,,UK,,,,,,,,,0,0,0
,,Nick Tudor,Male,0,D-RisQ Ltd.,,UK,,,,,,,,,0,0,0
,,Tim Kelly,Male,0,University of York,,UK,,,,,,,,,1,0,1
,,Yakoub Nemouchi,Male,0,University of York,,UK,,,,,,,,,1,0,1
Actionable light-weight process guidance,"Software Engineering, QA, Process Guidance, Safety-Critical, Open Source",Christoph Mayr-Dorn,Male,0,"Johannes Kepler University, Linz, Austria",2,Austria,1,6,2,0,1,0,1,0,0,0,0
,,Cosmina-Cristina Ratiu,Female,1,"Johannes Kepler University, Linz, Austria",,Austria,,,,,,,,,0,0,0
,,Luciano Marchezan de Paula,Male,0,"Johannes Kepler University, Linz, Austria",,Austria,,,,,,,,,0,0,0
,,Felix Keplinger,Male,0,"Johannes Kepler University, Linz, Austria",,Austria,,,,,,,,,0,0,0
,,Alexander Egyed,Male,0,"Johannes Kepler University, Linz, Austria",,Austria,,,,,,,,,1,0,1
,,Gala Walden,Female,1,"Robert Bosch AG, Vienna, Austria",,Austria,,,,,,,,,0,0,0
Addressing combinatorial experiments and scarcity of subjects by provably orthogonal and crossover experimental designs,"Software engineering, Security, DoE, Orthogonal designs, Crossover designs",Fabio Massacci,Male,0,"University of Trento, Vrije Universiteit Amsterdam",3,"Italy, Netherlands",3,3,2,0,1,0,0,1,1,0,1
,,Aurora Papotti,Female,1,Vrije Universiteit Amsterdam,,Netherlands,,,,,,,,,0,0,0
,,Ranindya Paramitha,Female,1,University of Trento,,Italy,,,,,,,,,0,0,0
A fuzzy logic-based quality model for identifying microservices with low maintainability,"Microservice architecture, maintainability, scalability, fuzzy logic, ISO/IEC 250xy SQuaRE",Rahime YÄ±lmaz,Female,1,"Computer Engineering Department, Istanbul Technical University, AltÄ±nbaÅŸ University",2,Turkey,1,2,1,1,0,0,0,1,0,0,0
,,Feza Buzluca,Male,0,"Computer Engineering Department, Istanbul Technical University",,Turkey,,,,,,,,,1,0,1
A language-parametric test coverage framework for executable domain-specific languages,"Test coverage, xDSL, Fault localization, Model element, Branch coverage",Faezeh Khorram,Female,1,"CNRS, University of Rennes",4,France,3,6,1,1,0,0,0,1,0,0,0
,,Erwan Bousse,Male,0,"IMT Atlantique, Nantes UniversitÃ©, Ã‰cole Centrale Nantes",,France,,,,,,,,,1,0,1
,,Antonio Garmendia,Male,0,"Departamento de IngenierÃ­a InformÃ¡tica, Universidad AutÃ³noma de Madrid",,Spain,,,,,,,,,1,0,1
,,Jean-Marie Mottu,Male,0,"IMT Atlantique, Nantes UniversitÃ©, Ã‰cole Centrale Nantes",,France,,,,,,,,,1,0,1
,,Gerson SunyÃ©,Male,0,"IMT Atlantique, Nantes UniversitÃ©, Ã‰cole Centrale Nantes",,France,,,,,,,,,1,0,1
,,Manuel Wimmer,Male,0,"CDL-MINT, Institute of Business Informatics - Software Engineering, Johannes Kepler University Linz, Austria",,Austria,,,,,,,,,1,0,1
"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness","Phishing, Cybersecurity, User Education, Anti-phishing Tools, Human-centric Systems",Orvila Sarker,Male,0,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia; Cyber Security Cooperative Research Centre, Australia",4,Australia,1,5,2,0,1,0,1,0,0,0,0
,,Asangi Jayatilaka,Female,1,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia",,Australia,,,,,,,,,0,0,0
,,Sherif Haggag,Male,0,"School of Computer and Mathematical Sciences, The University of Adelaide, Australia",,Australia,,,,,,,,,0,0,0
,,Chelsea Liu,Female,1,"Adelaide Business School, The University of Adelaide, Australia",,Australia,,,,,,,,,0,0,0
,,M. Ali Babar,Male,0,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia; Cyber Security Cooperative Research Centre, Australia",,Australia,,,,,,,,,1,0,1
An empirical study on bug severity estimation using source code metrics and static analysis,"Software defects, Bug prediction, Severity estimation, Static analysis, Source code metrics",Ehsan Mashhadi,Male,0,University of Calgary,3,Canada,1,5,1,0,1,0,1,0,0,0,0
,,Shaiful Chowdhury,Male,0,University of Manitoba,,Canada,,,,,,,,,0,0,0
,,Somayeh Modaberi,Female,1,University of Calgary,,Canada,,,,,,,,,0,0,0
,,Hadi Hemmati,Male,0,"University of Calgary, York University",,Canada,,,,,,,,,1,0,1
,,Gias Uddin,Male,0,University of Calgary,,Canada,,,,,,,,,0,0,0
Ant-colony optimization for automating test model generation in model transformation testing,"test model generation, metamodels, MT testing, Ant-Colony Optimization, black-box testing",Meysam Karimi,Male,0,"MDSE Research Group, Department of Software Engineering, University of Isfahan",5,Iran,5,5,1,0,1,0,0,1,0,0,0
,,Shekoufeh Kolahdouz-Rahimi,Female,1,"MDSE Research Group, Department of Software Engineering, University of Isfahan, School of Arts, University of Roehampton",,"Iran, UK",,,,,,,,,0,0,0
,,Javier Troya,Male,0,"ITIS Software, Universidad de MÃ¡laga",,Spain,,,,,,,,,0,0,0
,,Feza Buzluca,Male,0,"Computer Engineering Department, Istanbul Technical University",,Turkey,,,,,,,,,1,0,1
,,Damian Tamburri,Male,0,Eindhoven University of Technology,,Netherlands,,,,,,,,,0,0,0
Applying short text topic models to instant messaging communication of software developers,"Instant messaging, topic models, chat messages, developer communication, topic quality",Camila Costa Silva,Female,1,"University of Canterbury, Christchurch",1,New Zealand,1,3,1,1,0,1,1,0,0,0,0
,,Matthias Galster,Male,0,"University of Canterbury, Christchurch",,New Zealand,,,,,,,,,1,0,1
,,Fabian Gilson,Male,0,"University of Canterbury, Christchurch",,New Zealand,,,,,,,,,1,0,1
A study on classifying Stack Overflow questions based on difficulty by utilizing contextual features,"Question classification, Stack Overflow, Contextual features, TF-IDF, Doc2Vec",Maliha Noushin Raida,Female,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",1,Bangladesh,1,6,4,1,0,1,1,0,0,0,0
,,Zannatun Naim Sristy,Female,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,0,0,0
,,Nawshin Ulfat,Female,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,0,0,0
,,Sheikh Moonwara Anjum Monisha,Female,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,0,0,0
,,Md. Jubair Ibna Mostafa,Male,0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,1,0,1
,,Md. Nazmul Haque,Male,0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",,Bangladesh,,,,,,,,,1,0,1
Automated program repair for variability bugs in software product line systems,"SPL, Bug fixing, Fault localization, Heuristic rules, Source code repair",Thu-Trang Nguyen,Female,1,"Faculty of Information Technology, VNU University of Engineering and Technology",3,Viet Nam,3,5,1,1,0,0,0,1,0,0,0
,,Xiao-Yi Zhang,Male,0,University of Science and Technology Beijing,,China,,,,,,,,,0,0,0
,,Paolo Arcaini,Male,0,National Institute of Informatics,,Japan,,,,,,,,,0,0,0
,,Fuyuki Ishikawa,Male,0,National Institute of Informatics,,Japan,,,,,,,,,0,0,0
,,Hieu Dinh Vo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology",,Viet Nam,,,,,,,,,1,0,1
Automating the correctness assessment of AI-generated code for security contexts,"AI, Code Generation, Security, Symbolic Execution, Assembly Code",Domenico Cotroneo,Male,0,"University of Naples Federico II, Naples, Italy",1,Italy,1,5,1,0,1,1,1,0,1,0,1
,,Alessio Foggia,Male,0,"University of Naples Federico II, Naples, Italy",,Italy,,,,,,,,,0,0,0
,,Cristina Improta,Female,1,"University of Naples Federico II, Naples, Italy",,Italy,,,,,,,,,0,0,0
,,Pietro Liguori,Male,0,"University of Naples Federico II, Naples, Italy",,Italy,,,,,,,,,1,0,1
,,Roberto Natella,Male,0,"University of Naples Federico II, Naples, Italy",,Italy,,,,,,,,,1,0,1
Bug priority change: An empirical study on Apache projects,"Bug priority, issue tracking systems, priority changes, empirical study, Apache open source",Zengyang Li,Male,0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",3,China,1,6,3,0,1,0,1,0,0,0,0
,,Guangzong Cai,Male,0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0
,,Qinyi Yu,Female,1,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0
,,Peng Liang,Male,0,"School of Computer Science, Wuhan University",,China,,,,,,,,,1,0,1
,,Ran Mo,Female,1,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0
,,Hui Liu,Female,1,"School of Artificial Intelligence and Automation, Huazhong University of Science and Technology",,China,,,,,,,,,0,0,0
Code-centric learning-based just-in-time vulnerability detection,"Vulnerability, commits, graph neural network, JIT-VD, code changes",Son Nguyen,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",1,Vietnam,1,6,1,0,1,1,1,0,0,0,0
,,Thu-Trang Nguyen,Female,1,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0
,,Thanh Trong Vu,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0
,,Thanh-Dat Do,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0
,,Kien-Tuan Ngo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,0,0,0
,,Hieu Dinh Vo,Male,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,Vietnam,,,,,,,,,1,0,1
Context-aware code generation with synchronous bidirectional decoder,"code generation, sequence-to-tree models, bidirectional decoder, scheduled sampling, beam search",Xiangyu Zhang,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",2,China,2,5,1,0,1,0,0,1,0,0,0
,,Yu Zhou,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",,China,,,,,,,,,1,0,1
,,Guang Yang,Male,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",,China,,,,,,,,,0,0,0
,,Tingting Han,Female,1,"School of Computing and Mathematical Sciences, Birkbeck, University of London",,UK,,,,,,,,,0,0,0
,,Taolue Chen,Male,0,"School of Computing and Mathematical Sciences, Birkbeck, University of London",,UK,,,,,,,,,0,0,0
Conversation in forums: How software forum posts discuss potential development insights,"Software forums, User feedback, Bug reports, Feature requests, Contextual information",Hechen Wang,Male,0,University of Auckland,1,New Zealand,1,5,1,0,1,1,1,0,1,0,1
,,Peter Devine,Male,0,University of Auckland,,New Zealand,,,,,,,,,0,0,0
,,James Tizard,Male,0,University of Auckland,,New Zealand,,,,,,,,,0,0,0
,,Seyed Reza Shahamiri,Male,0,University of Auckland,,New Zealand,,,,,,,,,0,0,0
,,Kelly Blincoe,Female,1,University of Auckland,,New Zealand,,,,,,,,,0,0,0
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers","Data, infrastructure, life cycle management, development & deployment, processing",Harald Foidl,Male,0,University of Innsbruck,3,Austria,2,4,1,0,1,0,0,1,0,0,0
,,Valentina Golendukhina,Female,1,University of Innsbruck,,Austria,,,,,,,,,0,0,0
,,Rudolf Ramler,Male,0,Software Competence Center Hagenberg GmbH,,Austria,,,,,,,,,0,0,0
,,Michael Felderer,Male,0,"Institute for Software Technology (DLR), University of Cologne, University of Innsbruck",,"Austria,Germany",,,,,,,,,1,0,1
Detecting security vulnerabilities with vulnerability nets,"security, vulnerabilities, software development, static analysis, manual audits",Pingyan Wang,Male,0,Hiroshima University,1,Japan,1,4,1,0,1,1,1,0,0,0,0
,,Shaoying Liu,Male,0,Hiroshima University,,Japan,,,,,,,,,1,0,1
,,Ai Liu,Female,1,Hiroshima University,,Japan,,,,,,,,,0,0,0
,,Wen Jiang,Male,0,Hiroshima University,,Japan,,,,,,,,,0,0,0
Detecting semantic conflicts with unit tests,"software, programming, merge, conflict, tests",LÃ©uson Da Silva,Male,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco, Polytechnique Montreal",4,"Brazil, Canada",4,8,1,0,1,0,0,1,0,0,0
