Paper Title,Conceptualization,FemaleConCep,MaleConCep,Female Conceptualization Ratio,Male Conceptualization Ratio,Data Curation,Female,Male,Female Data_Curation Ratio,Male Data_Curation Ratio,Formal Analysis,Female,Male,Female Formal_Analysis Ratio,Male Formal_Analysis Ratio,Funding Acquisition,Female,Male,Female Funding Acquisition Ratio,Male Funding Acquisition Ratio,Investigation,Female,Male,Female Investigation Ratio,Male Investigation Ratio,Methodology,Female,Male,Female Methodology Ratio,Male Methodology Ratio,Project Administration,Female,Male,Female Project Administration Ratio,Male Project Administration Ratio,Resources,Feamle,Male,Female Resources Ratio,Male Resources Ratio,Software,FemaleSoftware,MaleSoftware,Female Software Ratio,Male Software Ratio,Supervision,FemaleSup,MaleSup,Female Supervision Ratio,Male Supervision Ratio,Validation,FemaleValidation,MaleValidation,Female Validation Ratio,Male Validation Ratio,Visualization,FemaleVisualization,MaleVisualization,Female Visualization Ratio,Male Visualization Ratio,Writing â€“ Original Draft,FemaleOriginalDraft,MaleOriginalDraft,Female Writing â€“ Original Draft Ratio,Male Writing â€“ Original Draft Ratio,Writing â€“ Review & Editing,FemaleReview,MaleReview,Female Writing â€“ Review & Editing Ratio,Male Writing â€“ Review & Editing Ratio
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
Do code reviews lead to fewer code smells?,1,0,1,1.00,1.00,1,0,1,0.00,0.50,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,1,0,1,1.00,1.00,0,0,0,1.00,0.50,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,1.00,0.50,1,0,1,1.00,1.00,1,0,1,0.00,0.50,1,0,1,0.00,0.50,0,0,0,1.00,0.50
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,0,0,0,0.00,0.33,1,0,1,0.50,0.33,1,0,1,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.50,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.00,0.67,0,0,0,1.00,0.67,0,0,0,0.00,0.00,1,0,1,1.00,0.83,0,0,0,0.00,0.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
Edge to Cloud Tools: A Multivocal Literature Review,1,0,1,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.20,0,0,0,0.00,0.00,1,0,1,1.00,0.20,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.80,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,0.20,0,0,0,0.00,0.80
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Emerging technologies in higher education assessment and feedback practices: A systematic literature review,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.50,1.00,0,0,0,0.50,1.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,1.00,1.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
End-to-end log statement generation at block-level,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.33,0.00,0,0,0,0.67,0.33,0,0,0,0.00,0.00,1,1,0,0.33,0.00,0,0,0,0.67,0.33,1,1,0,0.33,0.00,0,0,0,0.00,0.00,1,1,0,0.33,0.00,1,1,0,0.67,1.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
Enhancing understanding and addressing gender bias in IT/SE job advertisements,1,1,0,1.00,1.00,1,1,0,0.50,0.00,1,1,0,0.50,1.00,0,0,0,0.00,1.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.50,1.00,1,1,0,0.50,1.00,1,1,0,0.50,0.00,1,1,0,0.50,0.00,1,1,0,1.00,1.00
,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,1,0,1,0.00,0.33,0,0,0,0.00,0.00,1,0,1,0.00,0.67,0,0,0,0.00,0.33,1,0,1,0.00,0.67,1,0,1,0.00,1.00,0,0,0,0.00,0.33,0,0,0,0.00,0.33,1,0,1,1.00,0.67,0,0,0,0.00,0.33,1,0,1,1.00,0.67,1,0,1,1.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.67
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,
Examining the effect of software professionalsâ€™ personality & additional capabilities on agile teamsâ€™ climate,1,0,1,0.00,1.00,1,0,1,1.00,1.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,0,0,0,1.00,0.00
,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Experimental evaluation of architectural software performance design patterns in microservices,1,0,1,1.00,1.00,1,0,1,1.00,1.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,1,0,1,1.00,1.00,1,0,1,1.00,1.00,1,0,1,1.00,1.00
,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,
,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,
Exploring the relation between personality traits and agile team climate: Aggregating results from a twice replicated study in a telecom company,1,0,1,0.00,1.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,1,0,1,0.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.00,0,0,0,1.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,0,0,0,1.00,0.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Exploring the trade-off between computational power and energy efficiency,0,0,0,0.00,0.00,1,1,0,0.33,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.33,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.67,1.00,0,0,0,0.67,1.00,0,0,0,0.00,0.00,1,1,0,0.33,0.00,1,1,0,1.00,1.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
Feature causality,1,0,1,0.00,0.33,1,0,1,0.00,0.67,1,0,1,1.00,0.33,1,0,1,1.00,0.67,1,0,1,0.00,0.67,1,0,1,0.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.67,1,0,1,0.00,0.67,1,0,1,1.00,1.00,1,0,1,0.00,0.67,1,0,1,0.00,0.33,1,0,1,1.00,1.00
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
Feature-oriented test case selection and prioritization during the evolution of highly-configurable systems,1,0,1,0.00,0.50,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,1,0,1,0.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,1.00,0.50,1,0,1,1.00,1.00,1,0,1,1.00,1.00,0,0,0,1.00,0.50,0,0,0,1.00,0.50
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,
Few-shot code translation via task-adapted prompt learning,0,0,0,0.00,0.25,0,0,0,0.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.25,0,0,0,1.00,0.25,1,0,1,0.00,0.50,0,0,0,0.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.25,0,0,0,0.00,0.25,1,0,1,0.00,0.25,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,1.00,0.50
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,0,0,0,0.00,0.50,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.50,1,0,1,1.00,0.50,1,0,1,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,0.50,0,0,0,0.00,0.50,0,0,0,1.00,0.50,1,0,1,0.00,0.50,1,0,1,1.00,1.00,0,0,0,0.00,0.50
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,
FragQC: An efficient quantum error reduction technique using quantum circuit fragmentation,1,0,1,1.00,0.75,1,0,1,0.00,0.75,1,0,1,0.00,1.00,0,0,0,0.00,0.00,1,0,1,1.00,0.75,1,0,1,0.00,0.75,0,0,0,1.00,0.25,1,0,1,1.00,0.50,1,0,1,0.00,0.75,0,0,0,1.00,0.25,1,0,1,1.00,1.00,1,0,1,1.00,0.75,1,0,1,0.00,0.50,0,0,0,1.00,0.25
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,
,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,
GBSR: Graph-based suspiciousness refinement for improving fault localization,0,0,0,0.00,0.00,0,0,0,0.00,0.40,0,0,0,0.00,0.20,1,0,1,0.00,0.40,0,0,0,0.00,0.00,0,0,0,1.00,0.20,0,0,0,0.00,0.00,1,0,1,0.00,0.20,0,0,0,0.00,0.40,1,0,1,1.00,0.60,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.20,1,0,1,1.00,0.60
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
GDPR compliance via software evolution: Weaving security controls in software design,1,1,0,1.00,0.00,1,1,0,0.50,1.00,0,0,0,0.00,1.00,0,0,0,0.50,0.00,1,1,0,0.50,1.00,1,1,0,1.00,1.00,0,0,0,0.50,0.00,0,0,0,0.50,0.00,1,1,0,0.50,1.00,0,0,0,0.50,0.00,1,1,0,0.50,1.00,0,0,0,0.00,1.00,1,1,0,1.00,1.00,1,1,0,1.00,1.00
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,1,1,0,1.00,0.00,0,0,0,0.00,0.80,0,0,0,0.00,0.00,0,0,0,0.00,0.20,0,0,0,0.00,0.20,1,1,0,1.00,0.20,0,0,0,0.00,0.20,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.40,0,0,0,0.00,0.40,1,1,0,1.00,0.40,1,1,0,1.00,1.00,1,1,0,1.00,1.00
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
"GraalSP: Polyglot, efficient, and robust machine learning-based static profiler",1,0,1,1.00,0.67,1,0,1,0.00,0.33,1,0,1,0.00,0.33,0,0,0,0.00,0.33,1,0,1,1.00,1.00,1,0,1,0.00,0.33,0,0,0,0.00,0.33,0,0,0,0.00,0.33,1,0,1,0.00,0.33,0,0,0,1.00,0.67,1,0,1,1.00,0.67,1,0,1,0.00,0.33,1,0,1,1.00,0.33,1,0,1,1.00,1.00
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Harmonizing DevOps taxonomies â€” A grounded theory study,1,1,0,1.00,0.40,0,0,0,0.00,0.80,0,0,0,0.00,0.80,0,0,0,0.00,0.00,1,1,0,1.00,1.00,1,1,0,1.00,0.40,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.20,1,1,0,1.00,0.80,1,1,0,1.00,0.80,1,1,0,1.00,0.40,1,1,0,1.00,1.00
,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,
Hierarchical features extraction and data reorganization for code search,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,0,0,0,0.50,0.00,0,0,0,0.00,0.00,1,0,1,0.50,0.50,0,0,0,0.50,0.50,0,0,0,0.50,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.50,0.00
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
