Paper Title,Author Name,Gender,Affiliation,Industrial/Institutional,Country,local_Contribution?,national_collaboration?,International_collaboration?
Feature causality,Clemens Dubslaff,Male,"Eindhoven University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI), Dresden University of Technology",TRUE,"Netherlands, Germany",0,0,1
,Kallistos Weis,Male,"Saarland University, Saarland Informatics Campus",,Germany,,,
,Christel Baier,Female,"Dresden University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI)",,Germany,,,
,Sven Apel,Male,"Saarland University, Saarland Informatics Campus",,Germany,,,
Few-shot code translation via task-adapted prompt learning,Xuan Li,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",TRUE,China,0,0,1
,Shuai Yuan,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,
,Xiaodong Gu,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,
,Yuting Chen,Female,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,
,Beijun Shen,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,China,,,
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,Md Towhidul Absar Chowdhury,Male,Rochester Institute of Technology,TRUE,USA,0,0,1
,Maheen Riaz Contractor,Female,Rochester Institute of Technology,,USA,,,
,Carlos R. Rivero,Male,Rochester Institute of Technology,,USA,,,
GPTSniffer: A CodeBERT-based classifier to detect source code written by ChatGPT,Phuong T. Nguyen,Female,UniversitÃ degli studi dellâ€™Aquila,TRUE,Italy,0,0,1
,Juri Di Rocco,Male,UniversitÃ degli studi dellâ€™Aquila,,Italy,,,
,Claudio Di Sipio,Male,UniversitÃ degli studi dellâ€™Aquila,,Italy,,,
,Riccardo Rubei,Male,UniversitÃ degli studi dellâ€™Aquila,,Italy,,,
,Davide Di Ruscio,Male,UniversitÃ degli studi dellâ€™Aquila,,Italy,,,
,Massimiliano Di Penta,Male,UniversitÃ degli studi del Sannio,,Italy,,,
Hybrid quantum architecture for smart city security,Vita Santa Barletta,Female,University of Bari Aldo Moro,TRUE,Italy,0,0,1
,Danilo Caivano,Male,University of Bari Aldo Moro,,Italy,,,
,Mirko De Vincentiis,Male,University of Bari Aldo Moro,,Italy,,,
,Anibrata Pal,Male,University of Bari Aldo Moro,,Italy,,,
,Michele Scalera,Male,University of Bari Aldo Moro,,Italy,,,
Incivility detection in open source code review and issue discussions,Isabella Ferreira,Female,"Department of Computer and Software Engineering, Polytechnique MontrÃ©al, MontrÃ©al, Quebec, Canada",FALSE,Canada,0,0,1
,Ahlaam Rafiq,Female,"Department of Physics, Indian Institute of Technology, Guwahati, Assam, India",,India,,,
,Jinghui Cheng,Male,"Department of Computer and Software Engineering, Polytechnique MontrÃ©al, MontrÃ©al, Quebec, Canada",,Canada,,,
Incremental-concurrent fusion checking for efficient context consistency,Lingyu Zhang,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",TRUE,China,0,0,1
,Huiyan Wang,Female,"State Key Laboratory for Novel Software Technology, Nanjing University",,China,,,
,Chuyang Chen,Male,"Department of Computer Science and Technology, Nanjing University",,China,,,
,Chang Xu,Male,"Department of Computer Science and Technology, Nanjing University",,China,,,
,Ping Yu,Male,"Department of Computer Science and Technology, Nanjing University",,China,,,
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,Dan Port,Male,"Shidler College of Business, University of Hawaii at Manoa, Information Technology Management Department",TRUE,United States,0,0,1
,Bill Taber,Male,"Jet Propulsion Laboratory, California Institute of Technology, Mission Design and Navigation",,United States,,,
,Parisa Emkani,Female,"College of Natural Sciences, University of Hawaii at Manoa, Information and Computer Sciences Department",,United States,,,
Local features: Enhancing variability modeling in software product lines,David de Castro,Male,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",FALSE,Spain,0,0,1
,Alejandro CortiÃ±as,Male,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,
,Miguel R. Luaces,Male,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,
,Oscar Pedreira,Male,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,
,Ãngeles Saavedra Places,Female,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,Spain,,,
Log statements generation via deep learning: Widening the support provided to developers,Antonio Mastropaolo,Male,UniversitÃ della Svizzera Italiana,FALSE,Switzerland,0,0,1
,Valentina Ferrari,Female,UniversitÃ della Svizzera Italiana,,Switzerland,,,
,Luca Pascarella,Male,ETH Zurich,,Switzerland,,,
,Gabriele Bavota,Male,UniversitÃ della Svizzera Italiana,,Switzerland,,,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,Jinfu Chen,Male,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",TRUE,China,0,0,1
,Jingyi Chen,Female,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,
,Lili Zhu,Female,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,
,Chengying Mao,Male,Jiangxi University of Finance and Economics,,China,,,
,Qihao Bao,Male,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,China,,,
,Rubing Huang,Female,Macau University of Science and Technology,,"Macao, China",,,
Monitoring tools for DevOps and microservices: A systematic grey literature review,L. Giamattei,Female,"University of Naples Federico II, Italy",FALSE,Italy,0,0,1
,A. Guerriero,Male,"University of Naples Federico II, Italy",,Italy,,,
,R. Pietrantuono,Male,"University of Naples Federico II, Italy",,Italy,,,
,S. Russo,Male,"University of Naples Federico II, Italy",,Italy,,,
,I. Malavolta,Male,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,
,T. Islam,Male,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,
,M. DÃ®nga,Male,"Vrije Universiteit Amsterdam, The Netherlands",,The Netherlands,,,
,A. Koziolek,Male,"Karlsruhe Institute of Technology, Germany",,Germany,,,
,S. Singh,Male,"Karlsruhe Institute of Technology, Germany",,Germany,,,
,M. Armbruster,Male,"Karlsruhe Institute of Technology, Germany",,Germany,,,
,J.M. Gutierrez-Martinez,Male,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,
,S. Caro-Alvaro,Male,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,
,D. Rodriguez,Male,"University of AlcalÃ¡, AlcalÃ¡ de Henares, Madrid, Spain",,Spain,,,
,S. Weber,Male,"FZI Research Center for Information Technology, Germany",,Germany,,,
,J. Henss,Male,"FZI Research Center for Information Technology, Germany",,Germany,,,
,E. Fernandez Vogelin,Female,"Panel Sistemas Informaticos, Madrid, Spain",,Spain,,,
,F. Simon Panojo,Male,"Panel Sistemas Informaticos, Madrid, Spain",,Spain,,,
Query-oriented two-stage attention-based model for code search,Huanhuan Yang,Female,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",TRUE,China,0,0,1
,Ling Xu,Female,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,
,Chao Liu,Male,"Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, China; School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,
,Luwen Huangfu,Male,"Fowler College of Business, San Diego State University, CA, 92182, USA; Center for Human Dynamics in the Mobile Age, San Diego State University, CA, 92182, USA",,USA,,,
RRGcode: Deep hierarchical search-based code generation,Qianwen Gou,Female,"School of Computer Science, Northwestern Polytechnical University, Xiâ€™an, 710129, China",TRUE,China,0,1,0
,Yunwei Dong,Male,"School of Software, Northwestern Polytechnical University, Xiâ€™an, 710129, China",,China,,,
,Yujiao Wu,Female,"School of Computer Science, Northwestern Polytechnical University, Xiâ€™an, 710129, China",,China,,,
,Qiao Ke,Male,"School of Mathematics and Statistics, Northwestern Polytechnical University, Xiâ€™an, 710129, China",,China,,,
Runtime verification on abstract finite state models,K.P. Jevitha,Female,"Department of Computer Science and Engineering, Amrita School of Computing, Coimbatore, Amrita Vishwa Vidyapeetham, India",TRUE,India,0,0,1
,Bharat Jayaraman,Male,"Department of Computer Science and Engineering, Amrita School of Computing, Coimbatore, Amrita Vishwa Vidyapeetham, India; Department of Computer Science and Engineering, State University of New York at Buffalo, Buffalo, NY, USA",,"India, USA",,,
,M. Sethumadhavan,Male,"TIFAC CORE in Cyber Security, Amrita School of Engineering, Coimbatore, Amrita Vishwa Vidyapeetham, India",,India,,,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,Emmanouil S. Rigas,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",FALSE,Greece,0,1,0
,Paris Lagakis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,Greece,,,
,Makis Karadimas,Male,Netcompany - Intrasoft,,Greece,,,
,Evangelos Logaras,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,Greece,,,
,Dimitra Latsou,Female,Pharmecons Easy Access,,Greece,,,
,Magda Hatzikou,Female,Pharmecons Easy Access,,Greece,,,
,Athanasios Poulakidas,Male,Netcompany - Intrasoft,,Greece,,,
,Antonis Billis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,Greece,,,
,Panagiotis D. Bamidis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",,Greece,,,
ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,Mahsa Panahandeh,Female,University of Alberta,FALSE,Canada,0,1,0
,Abdelwahab Hamou-Lhadj,Male,Concordia University,,Canada,,,
,Mohammad Hamdaqa,Male,Polytechnique Montreal,,Canada,,,
,James Miller,Male,University of Alberta,,Canada,,,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,Jin Wei Lim,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",FALSE,Malaysia,1,0,0
,Thiam Kian Chiew,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,
,Moon Ting Su,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,
,Simying Ong,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,
,Hema Subramaniam,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,
,Mumtaz Begum Mustafa,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,
,Yin Kia Chiam,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,Malaysia,,,
The effects of required security on software development effort,Elaine Venson,Female,"Center for Systems and Software Engineering, University of Southern California, Los Angeles, CA, USA",FALSE,USA,0,1,0
,Bradford Clark,Male,"Software Metrics Inc., Haymarket, VA, USA",,USA,,,
,Barry Boehm,Male,"Center for Systems and Software Engineering, University of Southern California, Los Angeles, CA, USA",,USA,,,
The slow and the furious? Performance antipattern detection in Cyberâ€“Physical Systems,Imara van Dinten,Female,Delft University of Technology,FALSE,Netherlands,0,1,0
,Pouria Derakhshanfar,Male,JetBrains Research,,Netherlands,,,
,Annibale Panichella,Male,Delft University of Technology,,Netherlands,,,
,Andy Zaidman,Male,Delft University of Technology,,Netherlands,,,
Understanding participation and corporatization in service of diversity in free/libre and open source software development projects,Olivia B. Newton,Female,"a: Institute for Simulation and Training, University of Central Florida, Orlando, FL, USA",TRUE,USA,0,1,0
,Stephen M. Fiore,Male,"a: Institute for Simulation and Training, University of Central Florida, Orlando, FL, USA, b: Department of Philosophy, University of Central Florida, Orlando, FL, USA",,USA,,,
Understanding Virtual Onboarding Dynamics and Developer Turnover Intention in the Era of Pandemic,Gorkem Akdur,Male,Kadir Has University,TRUE,Turkey,0,0,1
,Mehmet N. Aydin,Male,Kadir Has University,,Turkey,,,
,Gizdem Akdur,Female,University of Hertfordshire,,UK,,,
Unlocking inclusive education: A quality assessment of software design in applications for children with autism,Yussy Chinchay,Female,"Universidad AutÃ³noma de Madrid, Ciudad Universitaria de Cantoblanco, Madrid, Spain",TRUE,Spain,1,0,0
,Javier Gomez,Male,"Universidad AutÃ³noma de Madrid, Ciudad Universitaria de Cantoblanco, Madrid, Spain",,Spain,,,
,GermÃ¡n Montoro,Male,"Universidad AutÃ³noma de Madrid, Ciudad Universitaria de Cantoblanco, Madrid, Spain",,Spain,,,
Variability management and software product line knowledge in software companies,Antonio M. GutiÃ©rrez-FernÃ¡ndez,Male,"I3US, Universidad de Sevilla, ETSII, Av. Reina Mercedes s/n, Seville, Sevilla, Spain",TRUE,Spain,0,0,1
,Ana Eva ChacÃ³n-Luna,Female,"Universidad Estatal de Milagro, Km. 1 1/2 vÃ­a km. 26, Milagro, Ecuador",,Ecuador,,,
,David Benavides,Male,"I3US, Universidad de Sevilla, ETSII, Av. Reina Mercedes s/n, Seville, Sevilla, Spain",,Spain,,,
,Lidia Fuentes,Female,"ITIS Software, Universidad de MÃ¡laga, MÃ¡laga, Spain",,Spain,,,
,Rick Rabiser,Male,"CDL VaSiCS, LIT CPS Lab, Johannes Kepler University Linz, Altenberger StraÃŸe 69, Linz, Austria",,Austria,,,
