Paper Title,Author Name,Gender,Affiliation,Industrial/Institutional,local_Contribution?,national_collaboration?,International_collaboration?
,Matthias Galster,Male,University of Canterbury,,,,
,Camila Costa Silva,Female,University of Canterbury,,,,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,Ran Wei,Male,"University of Cambridge
University of Lancester",FALSE,0,0,1
,Simon Foster,Male,University of York,,,,
,Haitao Mei,Male,University of York,,,,
,Fang Yan,Female,University of York,,,,
,Ruizhe Yang,Male,Dalian University of Technology,,,,
,Ibrahim Habli,Male,University of York,,,,
,Colin Oâ€™Halloran,Male,D-RisQ Ltd.,,,,
,Nick Tudor,Male,D-RisQ Ltd.,,,,
,Tim Kelly,Male,University of York,,,,
,Yakoub Nemouchi,Male,University of York,,,,
A conceptual and architectural characterization of antifragile systems,Vincenzo Grassi,Male,UniversitÃ di Roma Tor Vergata,TRUE,0,0,1
,Raffaela Mirandola,Female,Karlsruhe Institute of Technology (KIT),,,,
,Diego Perez-Palacin,Male,Linnaeus University,,,,
Actionable light-weight process guidance,Christoph Mayr-Dorn,Male,"Johannes Kepler University, Linz, Austria",FALSE,0,1,0
,Cosmina-Cristina Ratiu,Female,"Johannes Kepler University, Linz, Austria",,,,
,Luciano Marchezan de Paula,Male,"Johannes Kepler University, Linz, Austria",,,,
,Felix Keplinger,Male,"Johannes Kepler University, Linz, Austria",,,,
,Alexander Egyed,Male,"Johannes Kepler University, Linz, Austria",,,,
,Gala Walden,Female,"Robert Bosch AG, Vienna, Austria",,,,
Addressing combinatorial experiments and scarcity of subjects by provably orthogonal and crossover experimental designs,Fabio Massacci,Male,"University of Trento, Vrije Universiteit Amsterdam",FALSE,0,0,1
,Aurora Papotti,Female,Vrije Universiteit Amsterdam,,,,
,Ranindya Paramitha,Female,University of Trento,,,,
A framework for the design of fault-tolerant systems-of-systems,Francisco Henrique Cerdeira Ferreira,Male,Federal University of the State of Rio de Janeiro (UNIRIO),TRUE,0,0,1
,Elisa Yumi Nakagawa,Female,University of SÃ£o Paulo (USP),,,,
,Antonia Bertolino,Female,Institute of Information Science and Technologies (ISTI-CNR),,,,
,Francesca Lonetti,Female,Institute of Information Science and Technologies (ISTI-CNR),,,,
,VÃ¢nia de Oliveira Neves,Female,Fluminense Federal University (UFF),,,,
,Rodrigo Pereira dos Santos,Male,Federal University of the State of Rio de Janeiro (UNIRIO),,,,
"A Multi-vocal Literature Review on challenges and critical success factors of phishing education, training and awareness",Orvila Sarker,Male,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia; Cyber Security Cooperative Research Centre, Australia",TRUE,0,1,0
,Asangi Jayatilaka,Female,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia",,,,
,Sherif Haggag,Male,"School of Computer and Mathematical Sciences, The University of Adelaide, Australia",,,,
,Chelsea Liu,Female,"Adelaide Business School, The University of Adelaide, Australia",,,,
,M. Ali Babar,Male,"Centre for Research on Engineering Software Technologies (CREST), The University of Adelaide, Australia; School of Computer and Mathematical Sciences, The University of Adelaide, Australia; Cyber Security Cooperative Research Centre, Australia",,,,
An empirical assessment of different word embedding and deep learning models for bug assignment,Rongcun Wang,Male,"School of Computer Science and Technology, China University of Mining and Technology",TRUE,0,0,1
,Xingyu Ji,Male,"School of Computer Science and Technology, China University of Mining and Technology",,,,
,Senlei Xu,Male,"School of Computer Science and Technology, China University of Mining and Technology",,,,
,Yuan Tian,Male,"School of Computing, Queenâ€™s University",,,,
,Shujuan Jiang,Female,"School of Computer Science and Technology, China University of Mining and Technology",,,,
,Rubing Huang,Female,"School of Computer Science and Engineering, Macau University of Science and Technology",,,,
An Empirical Investigation Into the Influence of Software Communitiesâ€™ Cultural and Geographical Dispersion on Productivity,Stefano Lambiase,Male,"SeSa Lab - University of Salerno, Italy",FALSE,0,0,1
,Gemma Catolino,Female,"Jheronimus Academy of Data Science, The Netherlands",,,,
,Fabiano Pecorelli,Male,"Jheronimus Academy of Data Science, The Netherlands",,,,
,Damian A. Tamburri,Male,"Jheronimus Academy of Data Science, The Netherlands",,,,
,Fabio Palomba,Male,"SeSa Lab - University of Salerno, Italy",,,,
,Willem-Jan van den Heuvel,Male,"Jheronimus Academy of Data Science, The Netherlands",,,,
,Filomena Ferrucci,Female,"SeSa Lab - University of Salerno, Italy",,,,
An empirical investigation on the competences and roles of practitioners in Microservices-based Architectures,Hamdy Michael Ayas,Male,"CSE Department, Chalmers â€” University of Gothenburg",TRUE,0,0,1
,Regina Hebig,Female,"Institute of Computer Science, University of Rostock",,,,
,Philipp Leitner,Male,"CSE Department, Chalmers â€” University of Gothenburg",,,,
An empirical study on bug severity estimation using source code metrics and static analysis,Ehsan Mashhadi,Male,University of Calgary,TRUE,0,1,0
,Shaiful Chowdhury,Male,University of Manitoba,,,,
,Somayeh Modaberi,Female,University of Calgary,,,,
,Hadi Hemmati,Male,"University of Calgary, York University",,,,
,Gias Uddin,Male,University of Calgary,,,,
Ant-colony optimization for automating test model generation in model transformation testing,Meysam Karimi,Male,"MDSE Research Group, Department of Software Engineering, University of Isfahan",TRUE,0,0,1
,Shekoufeh Kolahdouz-Rahimi,Female,"MDSE Research Group, Department of Software Engineering, University of Isfahan, School of Arts, University of Roehampton",,,,
,Javier Troya,Male,"ITIS Software, Universidad de MÃ¡laga",,,,
,Feza Buzluca,Male,"Computer Engineering Department, Istanbul Technical University",,,,
,Damian Tamburri,Male,Eindhoven University of Technology,,,,
A survey on machine learning techniques applied to source code,Tushar Sharma,Male,Dalhousie University,FALSE,0,0,1
,Maria Kechagia,Female,University College London,,,,
,Stefanos Georgiou,Male,Queens University,,,,
,Rohit Tiwari,Male,DevOn,,,,
,Indira Vats,Female,J.S.S. Academy of Technical Education,,,,
,Hadi Moazen,Male,Sharif University of Technology,,,,
,Federica Sarro,Female,University College London,,,,
Automatic testing of runtime enforcers with Test4Enforcers,Oliviero Riganelli,Male,"University of Milano - Bicocca, Milan, Italy",TRUE,1,0,0
,Daniela Micucci,Female,"University of Milano - Bicocca, Milan, Italy",,,,
,Leonardo Mariani,Male,"University of Milano - Bicocca, Milan, Italy",,,,
Automating the correctness assessment of AI-generated code for security contexts,Domenico Cotroneo,Male,"University of Naples Federico II, Naples, Italy",TRUE,1,0,0
,Alessio Foggia,Male,"University of Naples Federico II, Naples, Italy",,,,
,Cristina Improta,Female,"University of Naples Federico II, Naples, Italy",,,,
,Pietro Liguori,Male,"University of Naples Federico II, Naples, Italy",,,,
,Roberto Natella,Male,"University of Naples Federico II, Naples, Italy",,,,
A vulnerability severity prediction method based on bimodal data and multi-task learning,Xiaozhi Du,Male,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",TRUE,1,0,0
,Shiming Zhang,Male,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",,,,
,Yanrong Zhou,Female,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",,,,
,Hongyuan Du,Male,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",,,,
Barriers to device longevity and reuse: A vintage device empirical study,Craig Goodwin,Male,"Keele University, Staffordshire, UK",TRUE,1,0,0
,Sandra Woolley,Female,"Keele University, Staffordshire, UK",,,,
Beyond code: Is there a difference between comments in visual and textual languages?,Alexander Boll,Male,University of Bern,TRUE,0,0,1
,Pooja Rani,Female,University of Zurich,,,,
,Alexander SchultheiÃŸ,Male,Paderborn University,,,,
,Timo Kehrer,Male,University of Bern,,,,
Bug priority change: An empirical study on Apache projects,Zengyang Li,Male,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",TRUE,0,1,0
,Guangzong Cai,Male,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,,,
,Qinyi Yu,Female,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,,,
,Peng Liang,Male,"School of Computer Science, Wuhan University",,,,
,Ran Mo,Female,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,,,
,Hui Liu,Female,"School of Artificial Intelligence and Automation, Huazhong University of Science and Technology",,,,
Code-centric learning-based just-in-time vulnerability detection,Son Nguyen,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",TRUE,1,0,0
,Thu-Trang Nguyen,Female,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,,,
,Thanh Trong Vu,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,,,
,Thanh-Dat Do,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,,,
,Kien-Tuan Ngo,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,,,
,Hieu Dinh Vo,Male,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",,,,
ConflictBench: A benchmark to evaluate software merge tools,Bowen Shen,Male,Virginia Polytechnic Institute and State University,TRUE,1,0,0
,Na Meng,Female,Virginia Polytechnic Institute and State University,,,,
Context-aware code generation with synchronous bidirectional decoder,Xiangyu Zhang,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",TRUE,0,0,1
,Yu Zhou,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",,,,
,Guang Yang,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",,,,
,Tingting Han,Female,"School of Computing and Mathematical Sciences, Birkbeck, University of London",,,,
,Taolue Chen,Male,"School of Computing and Mathematical Sciences, Birkbeck, University of London",,,,
Conversation in forums: How software forum posts discuss potential development insights,Hechen Wang,Male,University of Auckland,TRUE,1,0,0
,Peter Devine,Male,University of Auckland,,,,
,James Tizard,Male,University of Auckland,,,,
,Seyed Reza Shahamiri,Male,University of Auckland,,,,
,Kelly Blincoe,Female,University of Auckland,,,,
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers",Harald Foidl,Male,University of Innsbruck,FALSE,0,0,1
,Valentina Golendukhina,Female,University of Innsbruck,,,,
,Rudolf Ramler,Male,Software Competence Center Hagenberg GmbH,,,,
,Michael Felderer,Male,"Institute for Software Technology (DLR), University of Cologne, University of Innsbruck",,,,
DeepCover: Advancing RNN test coverage and online error prediction using state machine extraction,Pouria Golshanrad,Male,"University of Tehran, Tehran, Iran",TRUE,1,0,0
,Fathiyeh Faghih,Female,"University of Tehran, Tehran, Iran",,,,
Detecting security vulnerabilities with vulnerability nets,Pingyan Wang,Male,Hiroshima University,TRUE,1,0,0
,Shaoying Liu,Male,Hiroshima University,,,,
,Ai Liu,Female,Hiroshima University,,,,
,Wen Jiang,Male,Hiroshima University,,,,
Detecting semantic conflicts with unit tests,LÃ©uson Da Silva,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco, Polytechnique Montreal",FALSE,0,0,1
,Paulo Borba,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,,,
,Toni Maciel,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,,,
,Wardah Mahmood,Female,Chalmers â€” University of Gothenburg,,,,
,Thorsten Berger,Male,"Chalmers â€” University of Gothenburg, Ruhr University Bochum",,,,
,JoÃ£o Moisakis,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,,,
,Aldiberg Gomes,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,,,
,VinÃ­cius Leite,Male,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",,,,
Do code reviews lead to fewer code smells?,Erdem Tuna,Male,"Bilkent University, Ankara, Turkey",TRUE,0,0,1
,Carolyn Seaman,Female,"University of Maryland, Baltimore County, United States",,,,
,Eray TÃ¼zÃ¼n,Male,"Bilkent University, Ankara, Turkey",,,,
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,Nikolaos Nikolaidis,Male,"University of Macedonia, Thessaloniki, Greece",FALSE,0,0,1
,Elvira-Maria Arvanitou,Female,"University of Macedonia, Thessaloniki, Greece",,,,
,Christina Volioti,Female,"University of Macedonia, Thessaloniki, Greece",,,,
,Theodore Maikantis,Male,"University of Macedonia, Thessaloniki, Greece",,,,
,Apostolos Ampatzoglou,Male,"University of Macedonia, Thessaloniki, Greece",,,,
,Daniel Feitosa,Male,"University of Groningen, Groningen, the Netherlands",,,,
,Alexander Chatzigeorgiou,Male,"University of Macedonia, Thessaloniki, Greece",,,,
,Phillipe Krief,Male,"Eclipse Research Labs, Eclipse Foundation, Germany",,,,
Edge to Cloud Tools: A Multivocal Literature Review,Sergio Moreschini,Male,"Tampere University, Tampere, Finland",TRUE,0,0,1
,Elham Younesian,Female,"Tampere University, Tampere, Finland; Brno University of Technology, Brno, Czech Republic",,,,
,David HÃ¤stbacka,Male,"Tampere University, Tampere, Finland",,,,
,Michele Albano,Male,"Aalborg University, Aalborg, Denmark",,,,
,JiÅ™Ã­ HoÅ¡ek,Male,"Brno University of Technology, Brno, Czech Republic",,,,
,Davide Taibi,Male,"Tampere University, Tampere, Finland; University of Oulu, Oulu, Finland",,,,
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,Rong Cao,Male,"School of Computer Science and Technology, Xidian University",TRUE,1,0,0
,Liang Bao,Male,"School of Computer Science and Technology, Xidian University",,,,
,Kaibi Zhao,Male,"School of Computer Science and Technology, Xidian University",,,,
,Panpan Zhangsun,Female,"School of Computer Science and Technology, Xidian University",,,,
Examining the effect of software professionalsâ€™ personality & additional capabilities on agile teamsâ€™ climate,Sai Datta Vishnubhotla,Male,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",FALSE,0,0,1
,Emilia Mendes,Female,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",,,,
Experimental evaluation of architectural software performance design patterns in microservices,Willem Meijer,Male,"LinkÃ¶ping University, Sweden",TRUE,0,0,1
,Catia Trubiani,Female,"Gran Sasso Science Institute, Italy",,,,
,Aldeida Aleti,Female,"Monash University, Australia",,,,
Exploring the relation between personality traits and agile team climate: Aggregating results from a twice replicated study in a telecom company,Sai Datta Vishnubhotla,Male,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",FALSE,0,0,1
,Emilia Mendes,Female,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",,,,
Feature causality,Clemens Dubslaff,Male,"Eindhoven University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI), Dresden University of Technology",TRUE,0,0,1
,Kallistos Weis,Male,"Saarland University, Saarland Informatics Campus",,,,
,Christel Baier,Female,"Dresden University of Technology, Centre for Tactile Internet with Human-in-the-Loop (CeTI)",,,,
,Sven Apel,Male,"Saarland University, Saarland Informatics Campus",,,,
Feature-oriented test case selection and prioritization during the evolution of highly-configurable systems,Willian D.F. MendonÃ§a,Male,"Federal University of ParanÃ¡ (UFPR), Brazil; Faculdade Biopark, Brazil",TRUE,0,0,1
,Wesley K.G. AssunÃ§Ã£o,Male,"Department of Computer Science, North Carolina State University (NCSU), USA",,,,
,Silvia R. Vergilio,Female,"Federal University of ParanÃ¡ (UFPR), Brazil",,,,
Few-shot code translation via task-adapted prompt learning,Xuan Li,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",TRUE,0,0,1
,Shuai Yuan,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,,,
,Xiaodong Gu,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,,,
,Yuting Chen,Female,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,,,
,Beijun Shen,Male,"School of Electronic Information and Electrical Engineering, Shanghai Jiao Tong University",,,,
Flexible control flow graph alignment for delivering data-driven feedback to novice programming learners,Md Towhidul Absar Chowdhury,Male,Rochester Institute of Technology,TRUE,0,0,1
,Maheen Riaz Contractor,Female,Rochester Institute of Technology,,,,
,Carlos R. Rivero,Male,Rochester Institute of Technology,,,,
FragQC: An efficient quantum error reduction technique using quantum circuit fragmentation,Saikat Basu,Male,"A.K.Choudhury School of IT, University of Calcutta, LTIMindtree Ltd., St. Xavier's University",TRUE,0,0,1
,Arnav Das,Male,"A.K.Choudhury School of IT, University of Calcutta, St. Xavier's University",,,,
,Amit Saha,Male,"A.K.Choudhury School of IT, University of Calcutta, Institut National de Recherche en Informatique et en Automatique (Inria), Ã‰cole Normale SupÃ©rieure (ENS), PSL University",,,,
,Amlan Chakrabarti,Male,"A.K.Choudhury School of IT, University of Calcutta",,,,
,Susmita Sur-Kolay,Female,Indian Statistical Institute,,,,
GBSR: Graph-based suspiciousness refinement for improving fault localization,Zheng Li,Male,"College of Information Science and Technology, Beijing University of Chemical Technology",TRUE,0,0,1
,Mingyu Li,Male,"College of Information Science and Technology, Beijing University of Chemical Technology",,,,
,Shumei Wu,Female,"College of Information Science and Technology, Beijing University of Chemical Technology",,,,
,Shunqing Xu,Male,"College of Information Science and Technology, Beijing University of Chemical Technology",,,,
,Xiang Chen,Male,"School of Information Science and Technology, Nantong University",,,,
,Yong Liu,Male,"College of Information Science and Technology, Beijing University of Chemical Technology",,,,
"GraalSP: Polyglot, efficient, and robust machine learning-based static profiler",Milan ÄŒuguroviÄ‡,Male,"Faculty of Mathematics, University of Belgrade, Oracle Labs",FALSE,0,0,1
,Milena VujoÅ¡eviÄ‡ JaniÄiÄ‡,Female,"Faculty of Mathematics, University of Belgrade, Oracle Labs",,,,
,Vojin JovanoviÄ‡,Male,Oracle Labs ZÃ¼rich,,,,
,Thomas WÃ¼rthinger,Male,Oracle Labs ZÃ¼rich,,,,
Hierarchical features extraction and data reorganization for code search,Fan Zhang,Male,"College of Computer Science and Electronic Engineering, Hunan University",TRUE,0,0,1
,Manman Peng,Female,"College of Computer Science and Electronic Engineering, Hunan University",,,,
,Yuanyuan Shen,Female,"College of Computer Science and Electronic Engineering, Hunan University",,,,
,Qiang Wu,Male,"College of Computer Science and Electronic Engineering, Hunan University",,,,
Impermanent identifiers: Enhanced source code comprehension and refactoring,Eduardo Martins Guerra,Male,Free University of Bozen-Bolzano,TRUE,0,0,1
,AndrÃ© A.S. Ivo,Male,National Institute for Space Research (INPE),,,,
,Fernando O. Pereira,Male,National Institute for Space Research (INPE),,,,
,Romain Robbes,Male,Free University of Bozen-Bolzano,,,,
,Andrea Janes,Female,Free University of Bozen-Bolzano,,,,
,FÃ¡bio Fagundes Silveira,Male,"Federal University of SÃ£o Paulo, Free University of Bozen-Bolzano",,,,
Incremental-concurrent fusion checking for efficient context consistency,Lingyu Zhang,Male,"State Key Laboratory for Novel Software Technology, Nanjing University",TRUE,0,0,1
,Huiyan Wang,Female,"State Key Laboratory for Novel Software Technology, Nanjing University",,,,
,Chuyang Chen,Male,"Department of Computer Science and Technology, Nanjing University",,,,
,Chang Xu,Male,"Department of Computer Science and Technology, Nanjing University",,,,
,Ping Yu,Male,"Department of Computer Science and Technology, Nanjing University",,,,
Investigating effectiveness and compliance to DevOps policies and practices for managing productivity and quality variability,Dan Port,Male,"Shidler College of Business, University of Hawaii at Manoa, Information Technology Management Department",TRUE,0,0,1
,Bill Taber,Male,"Jet Propulsion Laboratory, California Institute of Technology, Mission Design and Navigation",,,,
,Parisa Emkani,Female,"College of Natural Sciences, University of Hawaii at Manoa, Information and Computer Sciences Department",,,,
Investigating the robustness of locators in template-based Web application testing using a GUI change classification model,Marco De Luca,Male,University Federico II of Naples,TRUE,0,0,1
,Anna Rita Fasolino,Female,University Federico II of Naples,,,,
,Porfirio Tramontana,Male,University Federico II of Naples,,,,
JITGNN: A deep graph neural network framework for Just-In-Time bug prediction,Hossein Keshavarz,Male,University of Waterloo,TRUE,0,0,1
,Gema RodrÃ­guez-PÃ©rez,Female,"University of British Columbia, Kelowna",,,,
Local features: Enhancing variability modeling in software product lines,David de Castro,Male,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",FALSE,0,0,1
,Alejandro CortiÃ±as,Male,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,,,
,Miguel R. Luaces,Male,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,,,
,Oscar Pedreira,Male,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,,,
,Ãngeles Saavedra Places,Female,"Universidade da CoruÃ±a, Centro de InvestigaciÃ³n CITIC, Database Lab., ElviÃ±a, A CoruÃ±a",,,,
Log statements generation via deep learning: Widening the support provided to developers,Antonio Mastropaolo,Male,UniversitÃ della Svizzera Italiana,FALSE,0,0,1
,Valentina Ferrari,Female,UniversitÃ della Svizzera Italiana,,,,
,Luca Pascarella,Male,ETH Zurich,,,,
,Gabriele Bavota,Male,UniversitÃ della Svizzera Italiana,,,,
L OP-ART: A linear-time adaptive random testing algorithm for object-oriented programs,Jinfu Chen,Male,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",TRUE,0,0,1
,Jingyi Chen,Female,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,,,
,Lili Zhu,Female,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,,,
,Chengying Mao,Male,Jiangxi University of Finance and Economics,,,,
,Qihao Bao,Male,"Jiangsu University, Jiangsu Key Laboratory of Security Technology for Industrial Cyberspace",,,,
,Rubing Huang,Female,Macau University of Science and Technology,,,,
On the effectiveness of developer features in code smell prioritization: A replication study,Zijie Huang,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",TRUE,1,0,0
,Huiqun Yu,Female,"Department of Computer Science and Engineering, East China University of Science and Technology",,,,
,Guisheng Fan,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",,,,
,Zhiqing Shao,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",,,,
,Ziyi Zhou,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",,,,
,Mingchen Li,Male,"Department of Computer Science and Engineering, East China University of Science and Technology",,,,
"Programming under the influence: On the effect of Heat, Noise, and Alcohol on novice programmers",Claus Brabrand,Male,IT University of Copenhagen,TRUE,1,0,0
,Nanna Inie,Female,IT University of Copenhagen,,,,
,Paolo Tell,Male,IT University of Copenhagen,,,,
Property probes: Live exploration of program analysis results,Anton Risberg AlakuÌˆla,Male,Lund University,TRUE,0,1,0
,GÃ¶rel Hedin,Female,Lund University,,,,
,Niklas Fors,Male,Lund University,,,,
,Adrian Pop,Male,LinkÃ¶ping University,,,,
ReenRepair: Automatic and semantic equivalent repair of reentrancy in smart contracts,Ruiyao Huang,Male,"School of Software and Microelectronics, Peking University; PKU-OCTA Laboratory for Blockchain and Privacy Computing",FALSE,0,0,1
,Qingni Shen,Female,"School of Software and Microelectronics, Peking University; PKU-OCTA Laboratory for Blockchain and Privacy Computing",,,,
,Yuchen Wang,Male,"School of Software and Microelectronics, Peking University; PKU-OCTA Laboratory for Blockchain and Privacy Computing",,,,
,Yiqi Wu,Male,PKU-OCTA Laboratory for Blockchain and Privacy Computing,,,,
,Zhonghai Wu,Male,PKU-OCTA Laboratory for Blockchain and Privacy Computing,,,,
,Xiapu Luo,Male,The Hong Kong Polytechnic University,,,,
,Anbang Ruan,Male,"Octa Innovations Ltd., PKU-OCTA Laboratory for Blockchain and Privacy Computing",,,,
"Reproducibility of issues reported in stack overflow questions: Challenges, impact & estimation",Saikat Mondal,Male,University of Saskatchewan,TRUE,1,0,0
,Banani Roy,Female,University of Saskatchewan,,,,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,Emmanouil S. Rigas,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",FALSE,0,1,0
,Paris Lagakis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,,,
,Makis Karadimas,Male,Netcompany - Intrasoft,,,,
,Evangelos Logaras,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,,,
,Dimitra Latsou,Female,Pharmecons Easy Access,,,,
,Magda Hatzikou,Female,Pharmecons Easy Access,,,,
,Athanasios Poulakidas,Male,Netcompany - Intrasoft,,,,
,Antonis Billis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",,,,
,Panagiotis D. Bamidis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",,,,
Set evolution based test data generation for killing stubborn mutants,Changqing Wei,Male,"a: School of Mathematics, China University of Mining and Technology",TRUE,0,0,1
,Xiangjuan Yao,Female,"a: School of Mathematics, China University of Mining and Technology",,,,
,Dunwei Gong,Male,"b: College of Automation and Electronic Engineering, Qingdao University of Science and Technology",,,,
,Huai Liu,Male,"c: Department of Computing Technologies, Swinburne University of Technology",,,,
,Xiangying Dang,Female,"d: School of Information Engineering, Xuzhou University of Technology",,,,
Supporting meta-model-based language evolution and rapid prototyping with automated grammar transformation,Weixing Zhang,Male,"Department of Computer Science & Engineering, Chalmers",FALSE,0,0,1
,JÃ¶rg Holtmann,Male,"Independent Researcher, Paderborn, Germany (main work conducted at Chalmers",,,,
,Daniel StruÌˆber,Male,"Department of Software Science, Radboud University, Nijmegen, Netherlands",,,,
,Regina Hebig,Female,"Institute of Computer Science, University of Rostock, Rostock, Germany",,,,
,Jan-Philipp SteghÃ¶fer,Male,"XITASO GmbH IT & Software Solutions, Augsburg, Germany",,,,
"Technical debt in AI-enabled systems: On the prevalence, severity, impact, and management strategies for code and architecture",Gilberto Recupito,Male,University of Salerno,TRUE,0,0,1
,Fabiano Pecorelli,Male,University of Salerno,,,,
,Gemma Catolino,Female,University of Salerno,,,,
,Valentina Lenarduzzi,Female,University of Oulu,,,,
,Davide Taibi,Male,University of Oulu,,,,
,Dario Di Nucci,Male,University of Salerno,,,,
,Fabio Palomba,Male,University of Salerno,,,,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,Jin Wei Lim,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",FALSE,1,0,0
,Thiam Kian Chiew,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,,,
,Moon Ting Su,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,,,
,Simying Ong,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,,,
,Hema Subramaniam,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,,,
,Mumtaz Begum Mustafa,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,,,
,Yin Kia Chiam,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",,,,
The impact of hard and easy negative training data on vulnerability prediction performance,Fahad Al Debeyan,Male,"a. School of Computing and Communications, Lancaster University, Lancaster, UK",TRUE,0,0,1
,Lech Madeyski,Male,"a. School of Computing and Communications, Lancaster University, Lancaster, UK, b. Department of Applied Informatics, Wroclaw University of Science and Technology, Wroclaw, Poland",,,,
,Tracy Hall,Female,"a. School of Computing and Communications, Lancaster University, Lancaster, UK",,,,
,David Bowes,Male,"a. School of Computing and Communications, Lancaster University, Lancaster, UK",,,,
