Paper Title,Gender,Total Authors,Female Authors,Study Domain Terms,,Study_Area,Study_Area2,Author Name,gender_annotation,Affiliation,Country,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Conceptualization,FemaleConCep,MaleConCep,Data Curation,Female,Male,Formal Analysis,Female,Male,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,FemaleSup,MaleSup,Validation,Visualization,Writing â€“ Original Draft,Writing â€“ Review & Editing,FemaleLead,MaleLead
,Female,,,,,,,Zannatun Naim Sristy,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,1,1,0,1,1,,0,,,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
,Female,,,,,,,Nawshin Ulfat,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,1,1,0,1,1,,0,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Female,,,,,,,Sheikh Moonwara Anjum Monisha,1,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,1,1,0,1,1,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,,,,Md. Jubair Ibna Mostafa,0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
,Male,,,,,,,Md. Nazmul Haque,0,"Software Engineering Lab (SELab), Islamic University of Technology (IUT), Department of Computer Science and Engineering, University of Technology (IUT), Gazipur, Bangladesh",Bangladesh,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
A survey on machine learning techniques applied to source code,Male,7,3,"Machine learning, source code analysis, software engineering, vulnerability detection, testing",,,,Tushar Sharma,0,Dalhousie University,Canada,0,0,0,1,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
,Female,,,,,,,Maria Kechagia,1,University College London,United Kingdom,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,,,,Stefanos Georgiou,0,Queens University,Canada,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,,,,Rohit Tiwari,0,DevOn,India,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Female,,,,,,,Indira Vats,1,J.S.S. Academy of Technical Education,India,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,,,,Hadi Moazen,0,Sharif University of Technology,Iran,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,,,,Federica Sarro,1,University College London,United Kingdom,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Automated program repair for variability bugs in software product line systems,Female,5,1,"SPL, Bug fixing, Fault localization, Heuristic rules, Source code repair",,,,Thu-Trang Nguyen,1,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,1,0,0,1,1,1,0,0,0,,1,,,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
,Male,,,,,,,Xiao-Yi Zhang,0,University of Science and Technology Beijing,China,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
,Male,,,,,,,Paolo Arcaini,0,National Institute of Informatics,Japan,,,,,1,0,1,0,0,,1,,,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
,Male,,,,,,,Fuyuki Ishikawa,0,National Institute of Informatics,Japan,,,,,1,0,1,0,0,,1,,,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
,Male,,,,,,,Hieu Dinh Vo,0,"Faculty of Information Technology, VNU University of Engineering and Technology",Viet Nam,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Automatic testing of runtime enforcers with Test4Enforcers,Male,3,1,"Health, productivity, entertainment, business, software enforcers",,,,Oliviero Riganelli,0,"University of Milano - Bicocca, Milan, Italy",Italy,0,1,1,0,1,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
,Female,,,,,,,Daniela Micucci,1,"University of Milano - Bicocca, Milan, Italy",Italy,,,,,1,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,,,,Leonardo Mariani,0,"University of Milano - Bicocca, Milan, Italy",Italy,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Automating the correctness assessment of AI-generated code for security contexts,Male,5,1,"AI, Code Generation, Security, Symbolic Execution, Assembly Code",,,,Domenico Cotroneo,0,"University of Naples Federico II, Naples, Italy",Italy,0,1,1,0,1,0,1,0,0,,0,,,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1
,Male,,,,,,,Alessio Foggia,0,"University of Naples Federico II, Naples, Italy",Italy,,,,,0,0,0,1,0,,1,,,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
,Female,,,,,,,Cristina Improta,1,"University of Naples Federico II, Naples, Italy",Italy,,,,,1,1,0,0,0,,1,,,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0
,Male,,,,,,,Pietro Liguori,0,"University of Naples Federico II, Naples, Italy",Italy,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0
,Male,,,,,,,Roberto Natella,0,"University of Naples Federico II, Naples, Italy",Italy,,,,,1,0,1,0,0,,0,,,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0
A vulnerability severity prediction method based on bimodal data and multi-task learning,Male,4,1,"Software security, Vulnerability analysis, Bimodal data, Multi-task learning, Severity prediction",,,,Xiaozhi Du,0,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",China,0,1,1,0,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
,Male,,,,,,,Shiming Zhang,0,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",China,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,Female,,,,,,,Yanrong Zhou,1,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",China,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
,Male,,,,,,,Hongyuan Du,0,"School of Software Engineering, Xi'an Jiao Tong University, Xi'an Shaanxi, 710049, China",China,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
Barriers to device longevity and reuse: A vintage device empirical study,Male,2,1,"app installation, functionality, vintage devices, Apple, reuse",,,,Craig Goodwin,0,"Keele University, Staffordshire, UK",UK,0,1,1,0,1,0,1,1,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
,Female,,,,,,,Sandra Woolley,1,"Keele University, Staffordshire, UK",UK,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Beyond code: Is there a difference between comments in visual and textual languages?,Male,4,1,"Code comments, Taxonomy, Simulink, MATLAB, Model-driven engineering",,,,Alexander Boll,0,University of Bern,Switzerland,0,0,0,1,1,0,1,1,0,,0,,,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1
,Female,,,,,,,Pooja Rani,1,University of Zurich,Switzerland,,,,,1,1,0,1,1,,0,,,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
,Male,,,,,,,Alexander SchultheiÃŸ,0,Paderborn University,Germany,,,,,1,0,1,1,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,,,,Timo Kehrer,0,University of Bern,Switzerland,,,,,1,0,1,0,0,,0,,,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Bug priority change: An empirical study on Apache projects,Male,6,3,"Bug priority, issue tracking systems, priority changes, empirical study, Apache open source",,,,Zengyang Li,0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",China,0,0,1,0,0,0,0,1,0,,0,,,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1
,Male,,,,,,,Guangzong Cai,0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",China,,,,,0,0,0,1,0,,0,,,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
,Female,,,,,,,Qinyi Yu,1,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",China,,,,,0,0,0,1,1,,0,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
,Male,,,,,,,Peng Liang,0,"School of Computer Science, Wuhan University",China,,,,,1,0,1,0,0,,0,,,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,,,,Ran Mo,1,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",China,,,,,0,0,0,0,0,,0,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,,,,Hui Liu,1,"School of Artificial Intelligence and Automation, Huazhong University of Science and Technology",China,,,,,0,0,0,0,0,,0,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Code-centric learning-based just-in-time vulnerability detection,Male,6,1,"Vulnerability, commits, graph neural network, JIT-VD, code changes",,,,Son Nguyen,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,0,1,1,0,1,0,1,0,0,,1,,,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
,Female,,,,,,,Thu-Trang Nguyen,1,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,1,1,0,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,,,,Thanh Trong Vu,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,0,0,0,1,0,,0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
,Male,,,,,,,Thanh-Dat Do,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,0,0,0,1,0,,0,,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
,Male,,,,,,,Kien-Tuan Ngo,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,0,0,0,1,0,,0,,,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
,Male,,,,,,,Hieu Dinh Vo,0,"Faculty of Information Technology, VNU University of Engineering and Technology, Hanoi, Viet Nam",Vietnam,,,,,1,0,1,0,0,,1,,,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
ConflictBench: A benchmark to evaluate software merge tools,Male,2,1,"collaborative software development, merge tools, conflict detection, open-source Java projects, software metrics",,,,Bowen Shen,0,Virginia Polytechnic Institute and State University,USA,0,1,1,0,0,0,0,1,0,,1,,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1
,Female,,,,,,,Na Meng,1,Virginia Polytechnic Institute and State University,USA,,,,,1,1,0,1,1,,1,,,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0
Context-aware code generation with synchronous bidirectional decoder,Male,5,1,"code generation, sequence-to-tree models, bidirectional decoder, scheduled sampling, beam search",,,,Xiangyu Zhang,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",China,0,0,0,1,1,0,1,1,0,,0,,,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
,Male,,,,,,,Yu Zhou,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",China,,,,,0,0,0,0,0,,1,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,,,,Guang Yang,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics",China,,,,,0,0,0,1,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,,,,Tingting Han,1,"School of Computing and Mathematical Sciences, Birkbeck, University of London",UK,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,,,,Taolue Chen,0,"School of Computing and Mathematical Sciences, Birkbeck, University of London",UK,,,,,0,0,0,0,0,,1,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Conversation in forums: How software forum posts discuss potential development insights,Male,5,1,"Software forums, User feedback, Bug reports, Feature requests, Contextual information",,,,Hechen Wang,0,University of Auckland,New Zealand,0,1,1,0,1,0,1,1,0,,1,,,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1
,Male,,,,,,,Peter Devine,0,University of Auckland,New Zealand,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
,Male,,,,,,,James Tizard,0,University of Auckland,New Zealand,,,,,0,0,0,1,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
,Male,,,,,,,Seyed Reza Shahamiri,0,University of Auckland,New Zealand,,,,,0,0,0,0,0,,0,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,,,,Kelly Blincoe,1,University of Auckland,New Zealand,,,,,1,1,0,0,0,,0,,,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
"Data pipeline quality: Influencing factors, root causes of data-related issues, and processing problem areas for developers",Male,4,1,"Data, infrastructure, life cycle management, development & deployment, processing",,,,Harald Foidl,0,University of Innsbruck,Austria,0,0,0,1,1,0,1,1,0,,0,,,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1
,Female,,,,,,,Valentina Golendukhina,1,University of Innsbruck,Austria,,,,,0,0,0,1,1,,0,,,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
,Male,,,,,,,Rudolf Ramler,0,Software Competence Center Hagenberg GmbH,Austria,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,,,,Michael Felderer,0,"Institute for Software Technology (DLR), University of Cologne, University of Innsbruck","Austria,Germany",,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
DeepCover: Advancing RNN test coverage and online error prediction using state machine extraction,Male,2,1,"Neural Networks, Explainability, Machine Learning, Error Prediction, Test Coverage",,,,Pouria Golshanrad,0,"University of Tehran, Tehran, Iran",Iran,0,1,1,0,1,0,1,1,0,,1,,,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
,Female,,,,,,,Fathiyeh Faghih,1,"University of Tehran, Tehran, Iran",Iran,,,,,1,1,0,0,0,,0,,,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
Delivering computing module for the large part-time software development class from pre- to post-pandemic: An online learning experience,Female,3,2,"online learning, higher education, software engineering, technology-enhanced learning, student experience",,,,Olga Pishchukhina,1,Queenâ€™s University Belfast,UK,1,0,0,1,1,1,0,0,0,,0,,,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0
,Female,,,,,,,Daria Gordieieva,1,"Queenâ€™s University Belfast, Lutsk National Technical University","UK, Ukraine",,,,,1,1,0,0,0,,1,,,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0
,Male,,,,,,,Austen Rainer,0,Queenâ€™s University Belfast,UK,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
Detecting security vulnerabilities with vulnerability nets,Male,4,1,"security, vulnerabilities, software development, static analysis, manual audits",,,,Pingyan Wang,0,Hiroshima University,Japan,0,1,1,0,1,0,1,0,0,,0,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
,Male,,,,,,,Shaoying Liu,0,Hiroshima University,Japan,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,,,,Ai Liu,1,Hiroshima University,Japan,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Male,,,,,,,Wen Jiang,0,Hiroshima University,Japan,,,,,0,0,0,0,0,,0,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Detecting semantic conflicts with unit tests,Male,8,1,"software, programming, merge, conflict, tests",,,,LÃ©uson Da Silva,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco, Polytechnique Montreal","Brazil, Canada",0,0,0,1,1,0,1,1,0,,0,,,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
,Male,,,,,,,Paulo Borba,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,1,0,1,0,0,,0,,,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
,Male,,,,,,,Toni Maciel,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,0,0,0,1,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,,,,Wardah Mahmood,1,Chalmers â€” University of Gothenburg,Sweden,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,,,,Thorsten Berger,0,"Chalmers â€” University of Gothenburg, Ruhr University Bochum","Sweden, Germany",,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
,Male,,,,,,,JoÃ£o Moisakis,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,,,,Aldiberg Gomes,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,,,,VinÃ­cius Leite,0,"Centro de InformÃ¡tica, Universidade Federal de Pernambuco",Brazil,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do code reviews lead to fewer code smells?,Male,3,1,"Software quality, Code smells, Maintainability, Code reviews, Process quality",,,,Erdem Tuna,0,"Bilkent University, Ankara, Turkey",Turkey,0,0,0,1,1,0,1,1,0,,1,,,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1
,Female,,,,,,,Carolyn Seaman,1,"University of Maryland, Baltimore County, United States",United States,,,,,1,1,0,0,0,,0,,,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
,Male,,,,,,,Eray TÃ¼zÃ¼n,0,"Bilkent University, Ankara, Turkey",Turkey,,,,,1,0,1,0,0,,1,,,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0
Eclipse Open SmartCLIDE: An end-to-end framework for facilitating service reuse in cloud development,Male,8,2,"SOA, Cloud Development, Service Reuse, API, Enterprise Systems",,,,Nikolaos Nikolaidis,0,"University of Macedonia, Thessaloniki, Greece",Greece,0,0,0,1,0,0,0,1,0,,1,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
,Female,,,,,,,Elvira-Maria Arvanitou,1,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
,Female,,,,,,,Christina Volioti,1,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
,Male,,,,,,,Theodore Maikantis,0,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,0,0,0,1,0,,1,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
,Male,,,,,,,Apostolos Ampatzoglou,0,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
,Male,,,,,,,Daniel Feitosa,0,"University of Groningen, Groningen, the Netherlands",Netherlands,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
,Male,,,,,,,Alexander Chatzigeorgiou,0,"University of Macedonia, Thessaloniki, Greece",Greece,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
,Male,,,,,,,Phillipe Krief,0,"Eclipse Research Labs, Eclipse Foundation, Germany",Germany,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
Edge to Cloud Tools: A Multivocal Literature Review,Male,6,1,"edge computing, cloud resources, orchestration, offloading, computational tasks",,,,Sergio Moreschini,0,"Tampere University, Tampere, Finland",Finland,0,0,0,1,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
,Female,,,,,,,Elham Younesian,1,"Tampere University, Tampere, Finland; Brno University of Technology, Brno, Czech Republic","Finland, Czech Republic",,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,,,,David HÃ¤stbacka,0,"Tampere University, Tampere, Finland",Finland,,,,,1,0,1,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,,,,Michele Albano,0,"Aalborg University, Aalborg, Denmark",Denmark,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,,,,JiÅ™Ã­ HoÅ¡ek,0,"Brno University of Technology, Brno, Czech Republic",Czech Republic,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,,,,Davide Taibi,0,"Tampere University, Tampere, Finland; University of Oulu, Oulu, Finland",Finland,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Emerging technologies in higher education assessment and feedback practices: A systematic literature review,Female,3,2,"Artificial Intelligence, Learning Analytics, Extended Reality, higher education, computing education",,,,Ruchi Sembey,1,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",Australia,1,1,1,0,1,1,0,1,1,,1,,,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
,Female,,,,,,,Rashina Hoda,1,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",Australia,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
,Male,,,,,,,John Grundy,0,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University",Australia,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
End-to-end log statement generation at block-level,Female,6,3,"Software Development, Log Generation, Runtime Issues, Evaluation, Machine Learning",,,,Ying Fu,1,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,1,0,1,0,0,0,0,0,0,,0,,,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
,Male,,,,,,,Meng Yan,0,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,,,,Pinjia He,0,"School of Data Science, The Chinese University of Hong Kong, Shenzhen (CUHK-Shenzhen), China",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,,,,Chao Liu,0,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,,,,Xiaohong Zhang,1,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
,Female,,,,,,,Dan Yang,1,"Southwest Jiaotong University, Chengdu, China",China,,,,,0,0,0,0,0,,0,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Enhancing understanding and addressing gender bias in IT/SE job advertisements,Female,3,2,"Gender bias, IT/SE, Job advertisements, Inclusiveness, Hiring practices",,,,Tanjila Kanij,1,"HumaniSE Lab, Faculty of Information Technology, Monash University",Australia,1,0,1,0,1,1,0,1,1,,1,,,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0
,Male,,,,,,,John Grundy,0,"HumaniSE Lab, Faculty of Information Technology, Monash University",Australia,,,,,1,0,1,0,0,,1,,,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
,Female,,,,,,,Jennifer McIntosh,1,"HumaniSE Lab, Monash University, Melbourne School of Population and Global Health, Melbourne University",Australia,,,,,1,1,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
ETune: Efficient configuration tuning for big-data software systems via configuration space reduction,Male,4,1,"Configuration tuning, Bayesian optimization, Configuration space reduction, Big-data systems, Transfer learning",,,,Rong Cao,0,"School of Computer Science and Technology, Xidian University",China,0,1,1,0,1,0,1,0,0,,1,,,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1
,Male,,,,,,,Liang Bao,0,"School of Computer Science and Technology, Xidian University",China,,,,,0,0,0,0,0,,0,,,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
,Male,,,,,,,Kaibi Zhao,0,"School of Computer Science and Technology, Xidian University",China,,,,,0,0,0,0,0,,1,,,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
,Female,,,,,,,Panpan Zhangsun,1,"School of Computer Science and Technology, Xidian University",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Examining the effect of software professionalsâ€™ personality & additional capabilities on agile teamsâ€™ climate,Male,2,1,Agile Team Climate; Personality Traits; Capability Measures; Organizational Performance; Correlation Analysis,,,,Sai Datta Vishnubhotla,0,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",Sweden,0,0,0,1,1,0,1,1,0,,1,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
,Female,,,,,,,Emilia Mendes,1,"Department of Computer Science, BTH - Blekinge Tekniska HÃ¶gskola",Sweden,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Experimental evaluation of architectural software performance design patterns in microservices,Male,3,2,Microservices; Design Patterns; System Performance; Resource Utilization; Cloud Infrastructure,,,,Willem Meijer,0,"LinkÃ¶ping University, Sweden",Sweden,0,0,0,1,1,0,1,1,0,,1,,,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1
,Female,,,,,,,Catia Trubiani,1,"Gran Sasso Science Institute, Italy",Italy,,,,,1,1,0,1,1,,1,,,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0
,Female,,,,,,,Aldeida Aleti,1,"Monash University, Australia",Australia,,,,,1,1,0,1,1,,1,,,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0
Exploring the REIT architecture for requirements elicitation interview training with robotic and virtual tutors,Female,2,2,Requirements Elicitation; Interview Training; Robotic Agents; Virtual Voice Agents; Educational Technologies,,,,Binnur GÃ¶rer,1,BoÄŸaziÃ§i University,TÃ¼rkiye,0,0,0,1,1,1,0,1,1,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
,Female,,,,,,,Fatma BaÅŸak Aydemir,1,BoÄŸaziÃ§i University,TÃ¼rkiye,,,,,1,1,0,0,0,,0,,,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
